Acct #	Cust #	Week #	New Rt	New Delivery Day	New Stop	Customer Name	DisplayAddressFull	X_Longitude	Y_Latitude	Custom
218119	0	Week1	32	M	8	SABER TOOL	1553 N. MITCHELL, CADILLAC MI 49601 US,   US	-85.406818	44.272931	
232357	0	Week1	32	M	10	DON'S AUTO CLINIC	1110 N. MITCHELL, CADILLAC MI 49601 US,   US	-85.40562	44.263761	
232979	0	Week1	32	M	11	WEXFORD COUNTY SHERIFF DEPT	1015 LINCOLN ST, CADILLAC MI 49601 US,   US	-85.381997	44.255261	1
232218	0	Week2	32	M	11	WEXFORD CIVIC ARENA	1320 N MITCHELL, CADILLAC MI 49601 US,   US	-85.40446	44.269064	2
99033	203	Week1	32	M	12	CHARTWELLS/CADILLAC SCHOOLS	500 CHESTNUT ST, CADILLAC MI 49601 US,   US	-85.413821	44.250499	
230155	0	Week3	32	M	12	SHIVELY SUPPLY	1104 W. 13TH ST., CADILLAC MI 49601 US,   US	-85.427075	44.267405	3
233521	0	Week1	32	M	13	ZHONGDING RUBBER PRODUCTS	1200 8TH AVE, CADILLAC MI 49601 US,   US	-85.41977378597	44.26030237104	
226666	0	Week2	32	M	13	WEXFORD CTY CREDIT UNION	1021 N. MITCHELL, CADILLAC MI 49601 US,   US	-85.406077	44.261986	2
232084	0	Week1	32	M	14	WEXFORD COUNCIL ON AGING	714 W. 13TH ST., CADILLAC MI 49601 US,   US	-85.419358	44.267308	1
226268	0	Week2	32	M	14	AMERICAN LEGION	422 N MITCHELL ST, CADILLAC MI 49601 US,   US	-85.401954	44.2539315	2
233058	0	Week1	32	M	15	THE TRUCK STOP	902 W. 13TH STREET, CADILLAC MI 49601 US,   US	-85.4225183	44.2672667	
232629	0	Week1	32	M	16	CADILLAC TRUCK SERVICE	4675 39 1/2 RD, CADILLAC MI 49601 US,   US	-85.4310858	44.269545	
226788	0	Week1	32	M	17	NORTHWEST MI SVC-MEALS WHEELS	1630 MARTY PAUL ST, CADILLAC MI 49601 US,   US	-85.4302567	44.2660267	
226801	0	Week1	32	M	18	NORTHWEST HEAD START	1640 MARTY PAUL, CADILLAC MI 49601 US,   US	-85.4300938	44.2659863	2
217634	0	Week1	32	M	19	FIBER TECH	1637 MARTY PAUL, CADILLAC MI 49601 US,   US	-85.432378	44.265812	
229521	0	Week1	32	M	20	BIGFOOT MANUFACTURING	1480 POTHOFF, CADILLAC MI 49601 US,   US	-85.434745	44.265716	
99063	1	Week2	32	M	20	DTE ENERGY	1560 MARTY PAUL ST, CADILLAC MI 49601 US,   US	-85.4303033	44.2648517	2
232163	0	Week1	32	M	21	CADILLAC RENEWABLE ENERGY	1525 FRANK MILTNER ST, CADILLAC MI 49601 US,   US	-85.435075	44.263477	
232158	0	Week1	32	M	22	13TH STREET MARKET	3075 W. 13TH STREET, CADILLAC MI 49601 US,   US	-85.46863	44.268295	
233369	0	Week1	32	M	23	CADILLAC CULVERT	5305 M-115, CADILLAC MI 49601 US,   US	-85.4712853	44.2745613	
232811	0	Week1	32	M	24	DEAN'S BODY SHOP	6931 E 34 RD, CADILLAC MI 49601 US,   US	-85.438912	44.281608	
211646	0	Week1	32	M	25	CADILLAC MOOSE	7461 E. 34 MILE, CADILLAC MI 49601 US,   US	-85.4274695	44.2819	
231191	0	Week1	32	M	26	HABITAT RESTORE	7545 E 34 RD, CADILLAC MI 49601 US,   US	-85.426494	44.281678	1
232034	0	Week1	32	M	27	BLUE HERON BAKERY, INC	7603 E. 34 ROAD, CADILLAC MI 49601 US,   US	-85.4247479	44.281715	1
225692	0	Week3	32	M	27	PRO-BUILD	2201 N MITCHELL, CADILLAC MI 49601 US,   US	-85.408279	44.280445	3
99104	7	Week1	32	M	28	AUNT MILLIE'S CADILLAC OUTLET	7701 E. 34 ROAD, CADILLAC MI 49601 US,   US	-85.423289	44.281721	2
227022	0	Week1	32	M	29	T&S TRUCK SERVICE	251 CLAY DRIVE, CADILLAC MI 49601 US,   US	-85.420742	44.28699	
215183	0	Week1	32	M	30	B & P EMPLOYEE	8052 E BOON ROAD, CADILLAC MI 49601 US,   US	-85.4094327000064	44.2812949502548	
221753	0	Week1	32	M	31	B & P MANUFACTURING CORP	8051 E. BOON ROAD, CADILLAC MI 49601 US,   US	-85.4064895335105	44.2812677340691	
99051	49	Week1	32	M	32	JET'S PIZZA MI-159	8846 E 34TH, CADILLAC MI 49601 US,   US	-85.400645	44.280843	
224423	0	Week1	32	M	33	STAR TRUCK - CADILLAC	265 Hanthorn St, Cadillac MI 49601 US, CADILLAC MI,   US	-85.4020138	44.2754935	
232977	0	Week1	32	R	1	CRANDALL PRECISION INC.	615 5TH STREET, CADILLAC MI 49601 US,   US	-85.4180369	44.257889	
216505	0	Week2	32	R	1	TIRE WHOLESALERS NOR	111 WEST RIVER, CADILAC MI 49601 US,   US	-85.405517	44.255953	2
232747	0	Week1	32	R	2	UP NORTH ARTS, INC.	601 CHESTNUT SUITE C, CADILLAC MI 49601 US,   US	-85.416377	44.248503	
231079	11	Week1	32	R	3	NMCAA KENWOOD	1700 CHESTNUT, CADILLAC MI 49601 US,   US	-85.430824	44.249373	2
233033	0	Week1	32	R	4	CADILLAC FIREHOUSE 115	6080 M 115, CADILLAC MI 49601 US,   US	-85.456741	44.241681	
233367	0	Week1	32	R	5	MICHIGAN COFFEE CO	6184 E M-115, CADILLAC MI 49601 US,   US	-85.454213	44.235835	1
230835	0	Week1	32	R	6	WALRAVEN'S	6120 E M 115, Cadillac MI 49601 US, CADILLAC MI 49,   US	-85.4546598	44.236693	
99031	71	Week1	32	R	7	BLARNEY CASTLE #304	6224 E M 115, Cadillac MI 49601 US, CADILLAC MI 49,   US	-85.453409	44.235253	
227636	0	Week1	32	R	8	LAKESIDE CHARLIES	301 S LAKE MITCHELL, CADILLAC MI 49601 US,   US	-85.455944	44.235937	
99031	163	Week1	32	R	9	BLARNEY CASTLE EZ MART #631	6183 E. M-115, CADILLAC MI 49601 US,   US	-85.452606	44.23603	
233165	0	Week1	32	R	10	LAKE CADILLAC PARTY STORE	PO BOX 329, CADILLAC MI 49601 US,   US	-85.449688	44.233633	
228910	0	Week4	32	R	10	ZION LUTHERAN CHURCH	350 PEARL ST, CADILLAC MI 49601 US,   US	-85.40392	44.237856	1
230342	0	Week1	32	R	11	THE PINES	PO BOX 329, CADILLAC MI 49601 US,   US	-85.449688	44.233633	
233138	0	Week1	32	R	12	LAKE CADILLAC RESORT	PO BOX 329, CADILLAC MI 49601 US,   US	-85.449688	44.233633	
208301	0	Week1	32	R	13	T.J.'S	10709 45 ROAD, CADILLAC MI 49601 US,   US	-85.3751599450537	44.1841220034998	
222432	0	Week1	32	R	14	ASC AUDIOLOGICAL SVC OF CADILL	8872 PROFESSIONAL DRIVE SUITE A., CADILLAC MI 4960,   US	-85.398805	44.2252367	
230902	0	Week1	32	R	15	EVERGREEN RESORT	7880 MACKINAW TRAIL, CADILLAC MI 49601 US,   US	-85.403	44.22485	
227617	0	Week2	32	R	15	ADVANCED FOOT & ANKLE	8805 PINE RIDGE DR, CADILLAC MI 49601 US,   US	-85.399737	44.225406	1
232723	0	Week1	32	R	16	DOUBLE A MOBILE TRUCK SERVICE	8128 S. MACKINAW TRAIL, CADILLAC MI 49601 US,   US	-85.404755	44.22107	
227625	0	Week2	32	R	16	FAMILY EYE CARE ASSOCIATES	8809 PINE RIDGE DR, CADILLAC MI 48601 US,   US	-85.399744	44.225343	1
231675	0	Week1	32	R	17	J & J SMOKED MEATS	7475 41 RD PO BOX 672, CADILLAC MI 49601 US,   US	-85.4156232	44.230505	
220367	0	Week4	32	R	17	DYNAMIC PHYSICAL THERAPY	8872 PROFESSIONAL DR, CADILLAC MI 49601 US,   US	-85.398805	44.2252367	4
233028	0	Week1	32	R	18	MI KADA LLC	811 SUNNYSIDE DR, CADILLAC MI 49601 US,   US	-85.4176197	44.2335133	1
226300	0	Week2	32	R	18	MICH DEPT OF TRANSPORTATION	7915 US-131 HWY, CADILLAC MI 49601 US,   US	-85.3951117	44.224088	2
225659	0	Week1	32	R	19	SAMARITAS SENIOR LIVING	460 PEARL ST, CADILLAC MI 49601 US,   US	-85.405469	44.238007	
99031	153	Week1	32	R	20	CADILLAC EZ MART #302	1010 S MITCHELL ST, CADILLAC MI 49601 US,   US	-85.396949	44.24127	
232813	0	Week2	32	R	20	K&K FOREST PRODUCTS 12	8518 E M-115, CADILLAC MI 49601 US,   US	-85.4054482408767	44.2010091971468	4
232694	0	Week1	32	R	21	PRIMOS BBQ LLC	916 SOUTH MITCHELL, CADILLAC MI 49601 US,   US	-85.396896	44.24215	
229493	0	Week2	32	R	21	MARTIN POWER SPORTS	6620 E M-115, CADILLAC MI 49601 US,   US	-85.4430195	44.2276445	2
99103	42	Week1	32	R	22	ADMIRAL #5737	805 S MITCHELL ST, CADILLAC MI 49601-2565 US,   US	-85.396	44.243733	
99161	89	Week1	32	R	23	SPT FAMILY FARE #648 FIRST AID	602 S MITCHELL, CADILLAC MI 49601 US,   US	-85.398042	44.24579	
99061	89	Week1	32	R	24	SPT FAMILY FARE #648	602 S MITCHELL, CADILLAC MI 49601 US,   US	-85.398042	44.24579	
233424	0	Week1	32	R	25	CAST IRON KITCHEN OF CADILLAC	621 S. MITCHELL ST., CADILLAC MI 49601 US,   US	-85.396037	44.245167	
226466	0	Week2	32	R	25	CADILLAC COUNTRY CLUB	5510 E. M55, CADILLAC MI 49601 US,   US	-85.4599	44.23145	1
233171	0	Week1	32	R	26	BREIDENSTEIN OIL & AUTO SVC	502 S. MITCHELL STREET, CADILLAC MI 49601 US,   US	-85.396679	44.246362	
230209	0	Week1	32	R	27	MIDAS MUFFLER OF CADILLAC	220 SOUTH MITCHELL, CADILLAC MI 49601 US,   US	-85.398387	44.248613	
215767	0	Week1	32	R	28	PETERSON'S	324 N. MITCHELL, CADILLAC MI 49601 US,   US	-85.400918	44.253044	
229666	0	Week2	32	R	31	CHERYLS LANDING	1749 N BOULEVARD, CADILLAC MI 49601 US,   US	-85.432032	44.245853	2
233223	0	Week1	32	T	1	BC PIZZA OF CADILLAC	6184 E M-55, CADILLAC MI 49601 US,   US	-85.45422	44.235959	2
216466	0	Week1	32	T	2	POLLINGTON MACHINE	20669 30TH AVE., MARION MI 49665 US,   US	-85.148204	44.112438	
215570	0	Week2	32	T	2	MARION EAGLES	101 E. MAIN, MARION MI 49665 US,   US	-85.147757	44.102138	2
223935	0	Week1	32	T	3	SHANANJAC'S PIZZA	221 E. MAIN STREET, MARION MI 49665 US,   US	-85.144156	44.102696	2
227743	0	Week3	32	T	3	DYNAMIC	105 E MAIN, MARION MI 49665 US,   US	-85.147144	44.102749	3
99161	63	Week1	32	T	4	MARION VILLAGE MKT 4407 F.A.	401 S. MILL RD, MARION MI 49665 US,   US	-85.146249	44.099099	
99062	63	Week1	32	T	5	MARION VILLAGE MARKET #4407	401 S. MILL RD, MARION MI 49665 US,   US	-85.146249	44.099099	
222063	0	Week1	32	T	6	MDOT OFFICE	2897 16 MILE RD, MARION MI 49665 US,   US	-85.1456778	44.044113	1
232508	0	Week1	32	T	7	4 CORNERS GRILL	15086 M-115, MARION MI 49665 US,   US	-85.147166	44.031669	2
211252	0	Week1	32	T	8	CHUCK'S CORNER	15057 M-115, MARION MI 49655 US,   US	-85.147297	44.030788	
99031	49	Week1	32	T	9	BLARNEY CASTLE #832	6037 30TH AVE (M66), SEARS MI 49679 US,   US	-85.148518	43.901128	
226989	0	Week1	32	T	10	MOOSE LODGE	8400 E US 10, EVART MI 49631 US,   US	-85.253603	43.9023147	2
232744	0	Week1	32	T	11	SIXTH & MAIN	202 N MAIN, EVART MI 49631 US,   US	-85.25908	43.902067	
99031	127	Week1	32	T	12	BLARNEY CASTLE EZ MART #418	310 W. 7TH STREET, EVART MI 49631 US,   US	-85.262988	43.901007	
99117	46	Week1	32	T	13	SUBWAY #163	660 W 7TH ST, EVART MI 49631 US,   US	-85.267691	43.901152	
99117	45	Week1	32	T	14	WESCO #63	660 W 7TH ST, EVART MI 49631 US,   US	-85.267691	43.901152	
231156	0	Week1	32	T	15	POMPEII'S PIZZA EVART LLC	790 W 7TH, EVART MI 49631 US,   US	-85.270883	43.900877	
230623	0	Week1	32	T	16	OSCEOLA COUNTY ROAD COMM	4737 MAKAWA DR, HERSEY MI 49639 US,   US	-85.3555432	43.8816402	
208615	1	Week1	32	T	17	EAGLE VILLAGE ASSESSMENT CTR	4507 170TH AVE, HERSEY MI 49639 US,   US	-85.423832	43.879838	1
208615	4	Week1	32	T	18	EAGLE VILLAGE CTC	4507 170TH AVE, HERSEY MI 49639 US,   US	-85.423832	43.879838	1
208615	2	Week1	32	T	19	EAGLE VILLAGE HOLBROOK	4507 170TH, HERSEY MI 49639 US,   US	-85.423832	43.879838	1
232355	0	Week1	32	T	20	EAGLES VILLAGE LEARNING CTR	4507 170TH, HERSEY MI 49639 US,   US	-85.423832	43.879838	1
208615	3	Week1	32	T	21	EAGLE VILLAGE BRANSON	4507 170TH, HERSEY MI 49639 US,   US	-85.423832	43.879838	1
208615	0	Week1	32	T	22	EAGLE VILLAGE EAGLE NEST	4507 170TH AVE, HERSEY MI 49639 US,   US	-85.423832	43.879838	1
231690	0	Week1	32	T	23	HERSEY PARTY STORE	640 N. MAIN ST, HERSEY MI 49639 US,   US	-85.4437588	43.8566878	
232892	0	Week1	32	T	24	RIVER JUNCTION	107 N MAIN STREET, HERSEY MI 49639 US,   US	-85.4441767	43.8495742	1
209349	0	Week1	32	T	25	MDOT-MAINTENANCE GAR	19424 US-10, REED CITY MI 49677 US,   US	-85.4699694	43.8738447	
217672	0	Week1	32	T	26	H & D CHUCKWAGON	20221 US 10, REED CITY MI 49677 US,   US	-85.485948	43.87257	
208167	0	Week1	32	T	27	ACME PROPELLERS	710 E. CHURCH, REED CITY MI 49307 US,   US	-85.4967273	43.8699092	
99087	2	Week3	32	T	27	WEST MICHIGAN CREDIT UNION	758 S. CHESTNUT ST, REED CITY MI 49677 US,   US	-85.50917	43.868015	3
230693	0	Week1	32	T	28	VFW POST #2964	129 E OSCEOLA, REED CITY MI 49677 US,   US	-85.509447	43.870373	1
230427	0	Week1	32	T	29	DAIRY DEPOT	534 S CHESTNUT, REED CITY MI 49677 US,   US	-85.509659	43.870646	
99117	53	Week1	32	T	30	WESCO #50	602 S. CHESTNUT AVE., REED CITY MI 49677 US,   US	-85.509644	43.870237	
225815	1	Week1	32	T	31	EBELS GENERAL STORE	716 S. CHESTBUT, REED CITY MI 49601 US,   US	-85.509636	43.868969	
233427	0	Week1	32	T	32	REED CITY TIRE CENTER	857 S. CHESTNUT, REED CITY MI 49677 US,   US	-85.508458	43.860875	
230411	0	Week1	32	T	33	PALMERS OUTDOOR POWER EQUIPMEN	841 S CHESTNUT ST, REED CITY MI 49346 US,   US	-85.508696	43.864766	2
229415	0	Week1	32	T	34	MOOSE LODGE #705	200 N ROTH ST, REED CITY MI 49677 US,   US	-85.5027375	43.8762643	2
226635	0	Week3	32	T	34	PERE MARQUETTE BISTRO CATERING	102 E. UPTOWN, REED CITY MI 49677 US,   US	-85.509766	43.876231	2
232330	0	Week1	32	T	35	ARLYN REED CITY	420 N. CHESTNUT ST, REED CITY MI 49677 US,   US	-85.50959	43.879883	2
233396	0	Week1	32	T	36	EDSTROM'S NEIGHBORHOOD GARAGE	227 N CHESTNUT AVE, REED CITY MI 49677 US,   US	-85.510294	43.877997	
231684	0	Week1	32	T	37	SEVEN SLOT GRILLLE	113 N. CHESTNUT, REED CITY MI 49677 US,   US	-85.510179	43.876234	
209285	0	Week1	32	T	38	POMPEII'S PIZZA REED CITY LLC	113 S. CHESTNUT, REED CITY MI 49677 US,   US	-85.510251	43.875528	
230580	0	Week1	32	T	39	STEIG MOBILE REPAIR SERVICE	21756 NORTH ST, REED CITY MI 49677 US,   US	-85.5141	43.88045	
99117	52	Week1	32	T	40	SUBWAY #161	4921 220TH, REED CITY MI 49677 US,   US	-85.523398	43.88642	
99117	51	Week1	32	T	41	WESCO #61	4921 220TH, REED CITY MI 49677 US,   US	-85.523398	43.88642	
99031	14	Week1	32	T	42	BLARNEY CASTLE #792	22522 US 10, REED CITY MI 49677 US,   US	-85.53336	43.887908	
99097	68	Week1	32	T	43	JOHNNY'S MARKET 1780	5065 220TH AVE, REED CITY MI 49677 US,   US	-85.523875	43.888563	
230321	0	Week1	32	T	44	ASHTON GENERAL STORE	10989 210TH AVE, ASHTON MI 49677 US,   US	-85.503332	43.972822	2
99103	34	Week1	32	W	1	ADMIRAL #5798	805 N. STATE ST, BIG RAPIDS MI 49307-1107 US,   US	-85.484563	43.707814	
213757	0	Week1	32	W	2	ORIGINAL FOOTWEAR COMPANY	1005 BALDWIN, BIG RAPIDS MI 49307 US,   US	-85.479032	43.710756	
228926	0	Week1	32	W	3	ORIGINAL FOOTWEAR COMPANY	1005 BALDWIN ST, BIG RAPIDS MI 49307 US,   US	-85.479032	43.710756	
99084	2	Week1	32	W	4	BURNIPS EQUIPMENT CO	18612 NORTHLAND DRIVE, BIG RAPIDS MI 49307 US,   US	-85.501917	43.736423	
232281	0	Week1	32	W	5	THE GATE #2	327 S. 3RD AVE, BIG RAPIDS MI 49307 US,   US	-85.469543	43.697146	
231052	0	Week1	32	W	6	MECOSTA-OSCEOLA I.S.D.	18710 16 MILE RD, BIG RAPIDS MI 49307 US,   US	-85.4576052	43.6998935	
231034	0	Week1	32	W	7	MECOSTA/OSECOLA DIESEL/AUTO	15830 190TH AVE, BIG RAPIDS MI 49307 US,   US	-85.462173	43.6957246	
99031	69	Week1	32	W	8	BLARNEY CASTLE #272	710 SOUTH STATE ST, BIG RAPIDS MI 49307 US,   US	-85.484255	43.690623	
99103	36	Week1	32	W	9	ADMIRAL #5820	631 S. STATE ST, BIG RAPIDS MI 49307-1955 US,   US	-85.483432	43.690636	
99049	11	Week1	32	W	10	STARBUCKS IRC	1201 SOUTH STATE BUSINESS BUILDING, BIG RAPIDS MI,   US	-85.482834	43.685386	
99049	5	Week1	32	W	11	QUAD CAFE	805 CAMPUS DRIVE, BIG RAPIDS MI 49307 US,   US	-85.479781	43.688239	
99049	10	Week1	32	W	12	STARBUCKS U.C.	805 CAMPUS DRIVE, BIG RAPIDS MI 49307 US,   US	-85.479781	43.688239	
99049	1	Week1	32	W	13	FSU-THE ROCK	1420 Knollview Dr, Big Rapids MI 49307 US, BIG RAP,   US	-85.481816	43.681234	
99049	3	Week1	32	W	14	FSU THE ROCK CAFE	1420 KNOLLVIEW DR, BIG RAPIDS MI 49307 US,   US	-85.481816	43.681234	
99049	0	Week1	32	W	15	FSU CATERING	1401 Bond Circle, BIG RAPIDS MI 49307 US,   US	-85.4850095	43.6825233	
219234	0	Week4	32	W	15	MFIA - MECOSTA CO	800 WATER TOWER RD., BIG RAPIDS MI 49307 US,   US	-85.49697	43.6895767	4
232916	0	Week1	32	W	16	NORTHERN HEIGHTS CITGO	11031 NORTHLAND DR., BIG RAPIDS MI 49307 US,   US	-85.484188	43.62788	1
232320	0	Week1	32	W	17	RES LIFE CHURCH	14734 215TH AVE, BIG RAPIDS MI 49307 US,   US	-85.513147	43.681021	
231585	1	Week4	32	W	17	HOSPICE OF BIG RAPIDS	400 PERRY, BIG RAPIDS MI 49307 US,   US	-85.488171	43.689038	4
99097	39	Week1	32	W	18	JOHNNY'S MARKET #4050	21445 PERRY ST, BIG RAPIDS MI 49307 US,   US	-85.512385	43.687471	
99117	56	Week1	32	W	19	WESCO #60	21380 PERRY AVE, BIG RAPIDS MI 49307 US,   US	-85.508704	43.688965	
99140	7	Week1	32	W	20	ARBY'S BIG RAPIDS	1294 PERRY RD, BIG RAPIDS MI 49307 US,   US	-85.50322	43.688341	2
99033	254	Week2	32	W	20	BIG RAPIDS PRODUCTS	1315 HANCHETTE DR, BIG RAPIDS MI 49307 US,   US	-85.465195	43.7036467	1
99035	31	Week1	32	W	21	INDEPENDENT BANK #616	404 PERRY ST., BIG RAPIDS MI 49307 US,   US	-85.48837	43.68821	
232519	0	Week1	32	W	22	DAGGETT-GILBERT FUNERAL HOME	13985 NORTHLAND DR, BIG RAPIDS MI 49307 US,   US	-85.484209	43.669119	1
99063	0	Week3	32	W	22	DTE ENERGY	609 BJORNSON, BIG RAPIDS MI 49307 US,   US	-85.4745247	43.7077887	4
233389	0	Week1	32	W	23	ULTIMATE ICE CREAM-BIG RAPIDS	250 N. STATE STREET, BIG RAPIDS MI 49307 US,   US	-85.483706	43.700467	
232942	0	Week2	32	W	23	BR LUNCH BOX	105 W BELLEVUE, BIG RAPIDS MI 49307 US,   US	-85.4844283	43.703096	2
99051	45	Week1	32	W	24	JET'S PIZZA MI-154	215 MAPLE ST., BIG RAPIDS MI 49307 US,   US	-85.480929	43.698583	
