Acct #	Cust #	Week #	New Rt	New Delivery Day	New Stop	Customer Name	DisplayAddressFull	X_Longitude	Y_Latitude	Custom
222578	0	Week2	23	M	18	KRONNER PHARMACY	778 W.HOUGHTON LAKE, HOUGHTON LAKE MI 48629 US,   US	-84.7102193465474	44.2999648278591	2
99103	22	Week1	23	M	19	ADMIRAL #5829	3880 W HOUGHTON LAKE DRIVE, HOUGHTON LAKE MI 48629,   US	-84.716378	44.298766	
233260	0	Week1	23	M	20	LIMBERLOST	4168 W. HOUGHTON LAKE DR, HOUGHTON LAKE MI 48629 U,   US	-84.722339	44.298981	
99031	72	Week1	23	M	21	BLARNEY CASTLE #584	5175 HOUGHTON LAKE DRIVE, HOUGHTON LAKE MI 48629 U,   US	-84.7427185	44.299931	
99140	5	Week2	23	M	21	ARBY'S HOUGHTON LAKE	3574 W. HOUGHTON LAKE DR, HOUGHTON LAKE MI 48629 U,   US	-84.712047	44.298987	2
99033	13	Week1	23	M	22	HOUGHTON LAKE SCHOOLS	6001 W. HOUGHTON LAKE, HOUGHTON LAKE MI 48651 US,   US	-84.7568175	44.3069614	
211729	0	Week2	23	M	22	MOOSE LODGE	100 JAMES RD, HOUGHTON LAKE MI 48629 US,   US	-84.715311	44.2982185	2
231953	0	Week1	23	M	23	JD'S OLD TOWN TAVERN	1741 HEIGHTSVIEW, HOUGHTON LAKE HEIGHT MI 48630 US,   US	-84.7800561998505	44.3295504395463	
225814	0	Week1	23	M	24	LITTLE TOWN JERKY	6555 S CEDAR, FALMOUTH MI 49632 US,   US	-85.085558	44.242772	
226493	0	Week1	23	M	25	THE SNACK SHACK	210 E. PROSPER, FALMOUTH MI 49632 US,   US	-85.08986	44.24337	1
230588	0	Week1	23	M	26	FALMOUTH CENTER	219 PROSPER RD, FALMOUTH MI 49632 US,   US	-85.089716	44.244233	
228931	0	Week2	23	M	28	ZONE 18	700 E HOUGHTON LK DR, PRUDENVILLE MI 48651 US,   US	-84.6309339	44.3133761	1
222597	0	Week2	23	M	29	FAMILY MEAT MARKET	488 W.HOUGHTON LK. DRIVE, PRUDENVILLE MI 48651 US,   US	-84.64766	44.301113	1
222264	0	Week2	23	M	30	LEE'S KITCHEN	977 W HOUGHTON LAKE DR, PRUDENVILLE MI 48651 US,   US	-84.656423	44.298192	4
222259	0	Week2	23	M	31	CHINA BUFFET KING	3513 W Houghton Lake Dr, Houghton Lake MI 48629 US,   US	-84.709546	44.297218	1
222256	0	Week2	23	M	33	EAGLES	101 CRESTVIEW, HOUGHTON LAKE MI 48629 US,   US	-84.741274	44.29699	1
99054	18	Week1	23	R	1	CHARTER COMMUNICATIONS	5955 CEDAR RUN RD, TRAVERSE CITY MI 49684 US,   US	-85.6943643	44.7583737	2
99054	17	Week1	23	R	2	CHARTER COMMUNICATIONS	5955 CEDAR RUN RD, TRAVERSSE CITY MI 49684 US,   US	-85.6943643	44.7583737	2
229297	0	Week1	23	R	3	TV 7 & 4	8513 M-72 WEST, TRAVERSE CITY MI 49684 US,   US	-85.6840634	44.7762974	3
229260	0	Week1	23	R	4	CLUFF WELL DRILLING	6222 WEST M-72, TRAVERSE CITY MI 49684 US,   US	-85.7300023	44.7743717	
218671	0	Week2	23	R	4	LELAND PUBLIC SCHOOL	200 NORTH GRAND AVE, LELAND MI 49654 US,   US	-85.755932	45.023873	2
99031	165	Week1	23	R	5	GRUMPY'S EZ MART #521	5101 EAST TRAVERSE HWY, TRAVERSE CITY MI 49684 US,   US	-85.752754	44.775105	
99031	78	Week1	23	R	6	BLARNEY CASTLE #408	9988 W. FRONT ST., EMPIRE MI 49630 US,   US	-86.058121	44.811332	
99161	64	Week1	23	R	7	ANDERSONS GLEN ARBOR FIRST AID	6545 WESTERN AVE, GLEN ARBOR MI 49636 US,   US	-85.989862	44.89744	1
230105	0	Week1	23	R	8	ANDERSON'S IGA	6545 WESTERN AVE., GLEN ARBOR MI 49636 US,   US	-85.989862	44.89744	
232083	0	Week2	23	R	8	ISLAND THYME CATERING	1460 N. EAGLE HIGHWAY, LAKE LEELANAU MI 49653 US,   US	-85.7053487	45.0025695	1
230106	0	Week1	23	R	9	LEELANAU COFFEE ROAS	6443 W WESTERN AVE., GLEN ARBOR MI 49636 US,   US	-85.987557	44.897464	
230862	0	Week2	23	R	9	THE VINEYARD INN	1338 N PEBBLE BEACH, SUTTONS BAY MI 49684 US,   US	-85.63248	45.000719	4
233425	0	Week1	23	R	10	FIDDLEHEADS	202 W. MAIN ST., LAKE LEELANAU MI 49653 US,   US	-85.715594	44.98123	
233517	0	Week1	23	R	11	SHADY LANE MARKET	5981 S WEST BAY SHORE DR, SUTTONS BAY MI 49682 US,   US	-85.639889	44.892589	
230102	0	Week3	23	R	11	BECKY THATCHER DESIGN	5795 LAKE, GLENN ARBOR MI 49636 US,   US	-85.988704	44.899631	4
99161	160	Week1	23	R	12	HANSEN FOODS-SUTTONS BAY F.A.	91 W. 4TH ST, SUTTONS BAY MI 49682 US,   US	-85.6499496	44.9684244	
99062	160	Week1	23	R	13	HANSEN FOODS-SUTTONS BAY #422	91 W. 4TH ST, SUTTONS BAY MI 49682 US,   US	-85.6499496	44.9684244	
224515	0	Week2	23	R	13	KAL EXCAVATING	5711 N West Bay Shore Dr, Northport MI 49670 US, O,   US	-85.5881058	45.0656877	2
99035	88	Week1	23	R	14	INDEPENDENT BANK #641	93 W 4th St, Suttons Bay MI 49682 US, SUTTONS BAY,   US	-85.6503173	44.9689148	
232791	0	Week2	23	R	14	NORTHPORT PUBLIC SCHOOL	104 S. WING ST, NORTHPORT MI 49670 US,   US	-85.619299	45.128901	2
224206	0	Week1	23	R	15	THE VILLAGE INN	201 N. ST. JOSEPH ST., SUTTONS BAY MI 49682 US,   US	-85.651476	44.975966	
230665	0	Week2	23	R	15	DEEPS CORNER STORE	102 WAUKAZOO, NORTHPORT MI 49670 US,   US	-85.6169207	45.1295273	2
218446	0	Week3	23	R	15	TAMPICO IMPORTS	112 N. MAIN ST., LELAND MI 49654 US,   US	-85.759621	45.02346	2
227961	0	Week1	23	R	16	MARTHA'S	413 N SAINT JOSEPH ST, SUTTONS BAY MI 49682 US,   US	-85.64993	44.978419	
99062	10	Week2	23	R	16	TOM'S FOOD MKT #795	105 E. NAGONABA, NORTHPORT MI 49670 US,   US	-85.616043	45.12947	2
228202	0	Week1	23	R	17	GRAND TRAVERSE RESORT & CASINO	2521 N West Bay Shore Dr, Suttons Bay MI 49682 US,,   US	-85.607816	45.017322	
230204	0	Week1	23	R	18	LEELANAU SANDS CASINO	2579 N WEST BAYSHORE DRIVE, SUTTONS BAY MI 49682 U,   US	-85.60619	45.01923	
232035	0	Week1	23	R	19	KAL EXCAVATING DRIVERS	5711 N W-BAY SHORE DRIVE, OMENA MI 49674 US,   US	-85.5881058	45.0656877	
233407	0	Week1	23	R	20	NORTHPORT PUB & GRILLE	116 S. WAUKAOO, NORTHPORT MI 49670 US,   US	-85.616899	45.128688	
99161	167	Week1	23	R	21	LELAND MERCANTILE 498	102 N MAIN ST, LELAND MI 49654 US,   US	-85.759805	45.023064	
99062	167	Week1	23	R	22	LELAND MERCANTILE 498	102 N MAIN ST, LELAND MI 49654 US,   US	-85.759805	45.023064	
231650	0	Week1	23	R	23	MC SHORTSTOP	8634 S. MAPLE CITY RD, MAPLE CITY MI 49664 US,   US	-85.855963	44.854369	1
230548	0	Week1	23	R	24	GABES SMOKED MEATS	12963 S MAPLE CITY RD, MAPLE CITY MI 49664 US,   US	-85.854598	44.7918266	
232401	0	Week1	23	R	25	PAPA J'S LAKE ANN	18557 MAPLE ST., LAKE ANN MI 49650 US,   US	-85.865689	44.724983	2
232306	0	Week3	23	R	25	LEELANAU COFFEE/MAPLE CITY	176 E. KASSON RD, MAPLE CITY MI 49664 US,   US	-85.8515294979828	44.8046990861442	4
99117	2	Week1	23	T	1	WESCO #24	2983 BENZIE HWY, BENZONIA MI 49616 US,   US	-86.09896	44.588728	
99161	62	Week1	23	T	2	SHOP-N-SAVE FIRST AID	1747 BENZIE HIGHWAY, BENZONIA MI 49616 US,   US	-86.097312	44.607577	
99062	60	Week1	23	T	3	SHOP-N-SAVE 787	1747 BENZIE HIGHWAY, BENZONIA MI 49616 US,   US	-86.097312	44.607577	
230861	0	Week2	23	T	3	HONOR TRADING POST	8294 DEADSTREAM, HONOR MI 49640 US,   US	-86.072504	44.694012	1
210049	0	Week1	23	T	4	GILLISON'S VARIETY FABRICATION	3033 BENZI'E HWY, BENZONIA MI 49616 US,   US	-86.0986133	44.58805	
216975	0	Week1	23	T	5	GILLISON EXCAVATING	7704 CADILLAC HWY, BENZONIA MI 49616 US,   US	-86.0848114	44.580482	
230995	0	Week1	23	T	6	STAPLETONS	790 MICHIGAN AVE, BENZONIA MI 49616 US,   US	-86.099809	44.620646	
99161	86	Week1	23	T	7	FAMILY FARE #643 FIRST AID	1002 FOREST AVENUE, FRANKFORT MI 49635 US,   US	-86.228204	44.632851	
99061	86	Week1	23	T	8	FAMILY FARE #643	1002 FOREST AVENUE, FRANKFORT MI 49635 US,   US	-86.228204	44.632851	
99031	81	Week1	23	T	9	BLARNEY CASTLE #440	629 MAIN ST., FRANKFORT MI 49635 US,   US	-86.234621	44.632734	
231207	0	Week2	23	T	9	KIPLINGER BAKERIES INC.	404 MAIN ST., FRANKFORT MI 49635 US,   US	-86.239393	44.63234	1
232704	0	Week1	23	T	10	LUCKY DOG BAR & GRILLE	223 S. BENZIE BLVD, BEULAH MI 49617 US,   US	-86.094941	44.628715	
99031	15	Week1	23	T	11	BLARNEY CASTLE #264	85 N. BENZIE BLVD, BEULAH MI 49617 US,   US	-86.090656	44.633058	
230195	0	Week2	23	T	11	MILLS COMMUNITY HOUSE	891 MICHIGAN AVE P.O. BOX 421, BENZONIA MI 49616 U,   US	-86.098604	44.619132	1
230089	0	Week1	23	T	12	HONOR MARKET	10625 MAIN PO BOX 297, HONOR MI 49640 US,   US	-86.025813	44.666376	
232711	0	Week1	23	T	13	PAPA J'S PIZZERIA & DINER	10583 MAIN ST, HONOR MI 49640 US,   US	-86.026585	44.666575	
233436	0	Week1	23	T	14	SWEET'S BAR AND GRILLE	10919 MAIN ST, HONOR MI 49640 US,   US	-86.021103	44.663735	
231079	2	Week1	23	T	15	NMCAA PLATTE RIVER HEAD START	11434 MAIN STREET, HONOR MI 49640 US,   US	-86.009519	44.663567	1
231346	0	Week1	23	T	16	ST. AMBROSE CELLARS	841 S Pioneer Rd, Beulah MI 49617 US, BEULAH MI 49,   US	-85.996978	44.61855	
233507	0	Week1	23	T	17	FRESH WIND CHRISTIAN COMMUNITY	18201 HONOR HIGHWAY, INTERLOCHEN MI 49643 US,   US	-85.874197	44.658783	4
99062	14	Week1	23	T	18	TOM'S INTERLOCHEN 792	9475 MARKET DR, INTERLOCHEN MI 49643 US,   US	-85.766792	44.655784	
99031	84	Week1	23	T	19	BLARNEY CASTLE #608	9419 US31, INTERLOCHEN MI 49643 US,   US	-85.767129	44.658153	
232525	0	Week1	23	T	20	EAST BAY AUTO PARTS	20852 HONOR HIGHWAY, INTERLOCHEN MI 49643 US,   US	-85.820355	44.659248	
230974	0	Week1	23	T	21	HEIGES PERFORMANCE	17792 HONOR HWY, INTERLOCHEN MI 49643 US,   US	-85.882671	44.660009	
231600	0	Week1	23	T	22	DEERINGS JERKY CO.	2015 SANDY DRIVE PVT, INTERLOCHEN MI 49643 US,   US	-85.801388	44.658306	1
233299	0	Week1	23	T	23	M-137 PARTY STORE	2614 M 137, INTERLOCHEN MI 49643 US,   US	-85.7682842	44.6498468	2
228556	0	Week1	23	T	24	GREEN LAKE TOWNSHIP	9394 10TH ST, INTERLOCHEN MI 49643 US,   US	-85.7656085	44.6444425	1
231452	0	Week1	23	T	25	MIKOWSKI'S MARKET	7464 NESSEN RD., KARLIN MI 49643 US,   US	-85.78369	44.577902	2
230138	0	Week1	23	T	26	KARLIN INN	7484 Karlin Rd, Interlochen MI 49643 US, KARLIN MI,   US	-85.783705	44.577744	
232749	0	Week1	23	T	27	MIDWEST TRACTOR & EQUIPMENT	10736 M-37, BUCKLEY MI 49620 US,   US	-85.6765	44.50786	
231003	0	Week1	23	T	28	BUCKLEY GENERAL STORE	115 W WEXFORD AVE, BUCKLEY MI 49620 US,   US	-85.678005	44.504067	1
99103	33	Week1	23	W	1	ADMIRAL #5767	2615 S. I 75 BUS LOOP, GRAYLING MI 49738-2011 US,   US	-84.70792	44.647703	
70911	0	Week2	23	W	1	Kirtland Community College	4800 W 4 MILE ROAD, GRAYLING MI 49738 US,   US	-84.706287	44.601776	1
99058	34	Week1	23	W	2	FORWARDS/SUBWAY-GRAYLING	317 S James St, Grayling MI 49738 US, GRAYLING MI,   US	-84.708681	44.657301	
70911	1	Week2	23	W	2	BIGBY COFFEE-KIRTLAND	4800 W 4 MILE ROAD, GRAYLING MI 49738 US,   US	-84.706287	44.601776	1
99031	82	Week1	23	W	3	BLARNEY CASTLE #504	608 JAMES ST., GRAYLING MI 49738 US,   US	-84.717755	44.664032	
99058	22	Week1	23	W	4	FORWARDS 140	503 N JAMES ST, GRAYLING MI 49738 US,   US	-84.716645	44.662526	
99161	102	Week1	23	W	5	SPT. FAMILY FARE #1511 FIRST A	2470 S. I-75 BUS. LOOP, GRAYLING MI 49738 US,   US	-84.709838	44.650577	
99061	102	Week1	23	W	6	SPT. FAMILY FARE #1511	2470 S. I-75 BUS. LOOP, GRAYLING MI 49738 US,   US	-84.709838	44.650577	
99063	6	Week2	23	W	6	DTE ENERGY	5897NORTH DOWN RIVER RD, GRAYLING MI 49738 US,   US	-84.7260137	44.669696	2
231744	0	Week1	23	W	7	COTTAGE GROVE	210 OLD STAGE RD, ROSCOMMON MI 48653 US,   US	-84.7100943	44.5024088	
99161	103	Week1	23	W	8	FAMILY FARE #1516 FIRST AID	409 N. FIFTH ST POB 220, ROSCOMMON MI 48653 US,   US	-84.597279	44.500604	
99061	103	Week1	23	W	9	FAMILY FARE #1516	409 N. FIFTH ST POB 220, ROSCOMMON MI 48653 US,   US	-84.597279	44.500604	
232763	0	Week1	23	W	10	NESTER AUTO GROUP	424 E FEDERAL HWY, ROSCOMMON MI 48653 US,   US	-84.602702	44.503927	
99140	4	Week2	23	W	10	ARBY'S GRAYLING	5800 NELSON A MILES PKWY, GRAYLING MI 49738 US,   US	-84.712846	44.598748	2
232763	2	Week1	23	W	11	NESTER AUTO GROUP-BODY SHOP	424 E FEDERAL HWY, ROSCOMMON MI 48653 US,   US	-84.602702	44.503927	
99058	23	Week1	23	W	12	FORWARDS 152	403 N 5th St, Roscommon MI 48653 US, ROSCOMMON MI,   US	-84.596551	44.500457	
231154	0	Week1	23	W	13	FREDS OF ROSCOMMON	430 N FIFTH ST, ROSCOMMON MI 48653 US,   US	-84.597714	44.5019632	
99058	40	Week1	23	W	14	SUBWAY/FORWARDS	110 NORTH FIFTH STREET, ROSCOMMON MI 48653 US,   US	-84.593165	44.499277	
231791	0	Week1	23	W	15	W&W USED AUTO PARTS	1756 E. MICHIGAN HIGHWAY, ROSCOMMON MI 48653 US,   US	-84.5750153	44.5108418	
229008	0	Week1	23	W	16	COMPETITION AUTO	11946 DEERHEART RD, ROSCOMMON MI 48653 US,   US	-84.5709045	44.5116265	
231446	0	Week1	23	W	17	BC PIZZA ROSCOMMON	800 LAKE ST., ROSCOMMON MI 48653 US,   US	-84.591886	44.498439	
232410	0	Week1	23	W	18	MATT'S GRILL	312 LAKE ST., ROSCOMMON MI 48653 US,   US	-84.59585	44.495258	
99058	38	Week1	23	W	19	FORWARDS UNIT 15	10040 N. ROSCOMMON, ROSCOMMON MI 48653 US,   US	-84.596387	44.480397	
222252	0	Week1	23	W	20	FOREST FIRE EXPERIMENT STATION	1337 E. ROBINSON LAKE RD. COMPANY #221, ROSCOMMON,   US	-84.5856583	44.4659317	
99033	44	Week1	23	W	21	ROSCOMMON SCHOOLS	10600 Oakwood Rd, Roscommon MI 48653 US P.O. BOX 8,   US	-84.625321	44.4882235	
232468	0	Week1	23	W	22	PIONEER HILLS MARINE	10914 N. CUT RD., ROSCOMMON MI 48653 US,   US	-84.662835	44.492228	
232410	1	Week1	23	W	23	POLAR PARLOR	303 W. HIGGINS LAKE DR., ROSCOMMON MI 48653 US,   US	-84.690461	44.420982	
226586	0	Week1	23	W	24	LAKES NORTH, LLC	449 W. Higgins Lake DR Unit 75 A&B Storage(Unit Co,   US	-84.692859	44.420419	
233071	0	Week1	23	W	25	MISSAUKEE COUNTY ROAD COMMISSI	1199 N. MOREY, LAKE CITY MI 49651 US,   US	-85.2178008	44.3558025	
233059	0	Week2	23	W	27	THE BIRD AND THE BEAR GRILL	9015 N. CUT ROAD, ROSCOMMON MI 48653 US,   US	-84.664327	44.464794	2
231700	0	Week2	23	W	28	NORTHWINDS LODGE	9123 N. CUT RD, ROSCOMMON MI 48653 US,   US	-84.664515	44.4663217	1
