Acct #	Cust #	Week #	New Rt	New Delivery Day	New Stop	Customer Name	DisplayAddressFull	X_Longitude	Y_Latitude
71004	0	Week1	105	M	3	No Limits Pizza - St. Helen	2040 St. Helen Rd., St. Helen MI 48656 US	-84.409904	44.364077
71371	0	Week1	105	M	4	JEN'S HEN HOUSE	1965 N ST HELEN ROAD, St. Helen MI 48656 US	-84.410631	44.36293
99054	28	Week1	105	M	5	CHARTER COMMUNICATIONS- WEST	3432 M-76, WEST BRANCH MI 48661 US	-84.264076	44.277772
99058	5	Week1	105	M	6	Forward #26 (W/B 2)	600 Houghton Ave. 219 N. Front St., West Branch MI 48661 US	-84.242915	44.275974
70930	0	Week1	105	M	7	G's Pizzeria	200 W. Houghton, West Branch MI 48661 US	-84.237595	44.276007
99080	3	Week1	105	M	8	MERCANTILE BANK	502 W. HOUGHTON, WEST BRANCH MI 48661 US	-84.241748	44.275974
70927	0	Week1	105	M	9	Logger's Depot	314 W. Houghton P.O. Box 837, West Branch MI 48661 US	-84.239256	44.276049
73438	0	Week1	105	M	10	BUCK'S COUNTRY COOKIN'	105 PLAZA DR, WEST BRANCH MI 48661 US	-84.225457	44.276041
99080	1	Week1	105	M	11	MERCANTILE BANK	2087 S M-76, WEST BRANCH MI 48661 US	-84.221196	44.274821
73304	0	Week1	105	M	12	TIM HORTON'S	2960 COOK RD, WEST BRANCH MI 48661 US	-84.226168	44.250415
99058	12	Week1	105	M	13	FORWARDS	2980 Cook Rd. 219 N. Front St., West Branch MI 48661 US	-84.226817	44.249914
70932	0	Week1	105	M	14	Quality Inn	2980 Cook Rd P.O. Box 369, West Branch MI 48661 US	-84.226817	44.249914
99058	42	Week1	105	M	15	LUMBER JACK	2980 COOK RD, WEST BRANCH MI 48661 US	-84.226817	44.249914
73149	0	Week1	105	M	16	APPLEBEES	2992 COOK RD, WEST BRANCH MI 48661 US	-84.226401	44.248106
70918	0	Week1	105	M	17	ULTIMATE CASTING & MACHINE LLC	3977 M-30, West Branch MI 48661 US	-84.2664928	44.2210347
71370	0	Week1	105	M	18	WILDWOOD PARTY STORE LLC	4475 WILDWOOD RD., ALGER MI 48610 US	-84.2674457	44.0973977
71009	0	Week1	105	M	19	Secord Lake Eagles	3485 Lakeshore Dr., Gladwin MI 48624 US	-84.329258	44.068664
99058	2	Week1	105	M	20	FORWARD # 11 (ALGER)	1990 Brock Rd. (M-33) 219 N. Front St., Alger MI 48610 US	-84.126462	44.141082
70926	0	Week1	105	M	21	Miller Construction	262 W. M-55, West Branch MI 48661 US	-84.1367732	44.2774422
71406	0	Week1	105	M	22	Moose Lodge #2051	1731 State Road, West Branch MI 48661 US	-84.19524	44.293995
		Week1	105	M		Alpena Depot	120 E Herman St,, Alpena 49707 US	-83.416387	45.0710235
99152	8	Week1	105	R	1	ALPENA REGIONAL MEDICAL CENTER	1501 W. Chisholm, Alpena MI 49707 US	-83.449542	45.077664
71342	0	Week1	105	R	2	Fairview Enterprises	4701 E MILLER RD M-72, Fairview MI 48621 US	-83.941707904955	44.7211911139216
71346	0	Week1	105	R	3	CLIFF'S FAIRVIEW GARAGE	1998 E. MILLER RD. PO BOX 224, FAIRVIEW MI 48621 US	-84.05088	44.724851
73404	7	Week1	105	R	4	THUNDER BAY HEALTH-FAIRVIEW	1910 E. MILLER RD., FAIRVIEW MI 48621 US	-84.0545117	44.7245917
73308	0	Week1	105	R	5	HIGHLAND LUMBER	693 E KITTLE RD, MIO MI 48647 US	-84.1043058	44.6963158
71313	0	Week1	105	R	6	Dwaynes Precision Collison	33 W. Troyer, Mio MI 48647 US	-84.1312282	44.6824097
71303	0	Week1	105	R	7	Pioneer Store	432 North Mt.Tom Rd., Mio MI 48647 US	-84.1298	44.65623
99161	115	Week1	105	R	8	FAMILY FARE #1508 FIRST AID	305 MORENCI POB 549, MIO MI 48647 US	-84.1309335	44.6548057
99061	115	Week1	105	R	9	FAMILY FARE #1508	305 MORENCI PO BOX 549, MIO MI 48647 US	-84.1309335	44.6548057
71296	0	Week1	105	R	10	Mio Ranger District	107 McKinley Rd., Mio MI 48647 US	-84.1269275	44.6654333
71307	0	Week1	105	R	11	Blair's Service	210 S. M-33, Mio MI 48647 US	-84.13044	44.650903
99046	9	Week1	105	R	12	Alpena Oil - Mio	222 MORENCI AVE., Mio MI 48647 US	-84.130463	44.650409
99082	11	Week1	105	R	13	Sunrise Convenience Store #28	300 S Morenci, Mio MI 48647 US	-84.130555	44.649682
71298	0	Week1	105	R	14	American Collision	414 N. Morenci P.O. Box 100, Mio MI 48647 US	-84.1302533	44.6476517
71319	0	Week1	105	R	15	ELLIE'S 12 TABLES	611 Morenci Ave., Mio MI 48647 US	-84.1298592705979	44.6433329554874
71308	0	Week1	105	R	16	Mike's Auto & Glass	525 S. Morenci Ave P.O.Box 532, Mio MI 48647 US	-84.129617	44.646595
71295	0	Week1	105	R	17	Oscoda County Sheriff	301 S MORENCI AVE, Mio MI 48647 US	-84.129306	44.649812
71300	0	Week1	105	R	18	ALPENA AGENCY -MIO	215 M-33, MIO MI 48647 US	-84.1299073	44.6507812
71314	0	Week1	105	R	19	Mio Saloon	106 Morenci, Mio MI 48647 US	-84.1303788	44.6519613
73404	9	Week1	105	R	20	THUNDER BAY HEALTH-MIO	1110 W 8TH STREET, MIO MI 48647 US	-84.144435	44.653265
73434	0	Week1	105	R	21	MA DEETER'S	2262 DETER RD, LUZERNE MI 48636 US	-84.271929	44.615597
71432	0	Week1	105	R	22	Country Corners Bulk Foods	1284 W. Kittle Rd., Mio MI 48647 US	-84.1814555	44.696731
73449	0	Week1	105	R	23	COUNTRY FEED SUPPLY	389 W. KITTLE RD, MIO MI 48647 US	-84.14791	44.695174
73513	0	Week1	105	R	24	THE FARM KITCHEN	50 W. KITTLE ROAD, MIO MI 48647 US	-84.130544	44.695983
73268	0	Week1	105	R	25	NORTHEAST MI CONSORTIUM-MIO	1329 MT TOM RD, MIO MI 48647 US	-84.1303067980501	44.712125896692
99080	8	Week1	105	R	26	MERCANTILE BANK	1979 E. MILLER RD, FAIRVIEW MI 48621 US	-84.051966	44.725372
99126	6	Week1	105	R	27	Glennie Ace Hardware	3280 State Rd., Glennie MI 48737 US	-83.725294	44.559703
73392	0	Week1	105	R	28	DOCKSIDE MARINA	4320 STATE RD, GLENNIE MI 48737 US	-83.697923	44.533168
73294	0	Week1	105	R	29	EAGLE RIDGE GOLF COURSE	3501 STATE RD, GLENNIE MI 48737 US	-83.721237	44.553344
99161	00119	Week1	105	R	30	ROGERS FOOD PRIDE 4505 F. A.	3257 STATE RD, GLENNIE MI 48737 US	-83.724404	44.56014
99062	119	Week1	105	R	31	ROGER'S FOOD PRIDE 4505	3257 State Rd., Glennie MI 48737 US	-83.724404	44.56014
71172	0	Week1	105	R	32	Glennie Tavern	3229 E. State Rd., Glennie MI 48737 US	-83.725416	44.561178
70551	0	Week1	105	R	33	River's Edge Golf Course	6373 Werth Rd., Alpena MI 49707 US	-83.574395	44.97872
73227	0	Week1	105	R	34	EVERETT GOODRICH INC	3851 WERTH RD, ALPENA MI 49707 US	-83.524533	45.009757
70538	0	Week1	105	R	35	Eagles	1960 M-32 West, Alpena MI 49707 US	-83.491251	45.0622913
		Week1	105	R		Alpena Depot	120 E Herman St,, Alpena 49707 US	-83.416387	45.0710235
99152	8	Week1	105	T	1	ALPENA REGIONAL MEDICAL CENTER	1501 W. Chisholm, Alpena MI 49707 US	-83.449542	45.077664
71301	0	Week1	105	T	2	Luzerne Express	3535 W. Park (M-72), Luzerne MI 48636 US	-84.2729145	44.61523
99082	8	Week1	105	T	3	Sunrise Convenience Store #20	1747 North M-76 69245 Burke Drive, St. Helen MI 48656 US	-84.4241261423783	44.3817834756186
73480	0	Week1	105	T	4	MR. B'S DELI & CAFE	2343 N. ST HELEN ROAD, ST HELEN MI 48655 US	-84.410592	44.368503
99058	15	Week1	105	T	5	Forwards - St. Helen	2007 N. M-36 St. 219 N. Front St., St. Helen MI 48656 US	-84.410567	44.363756
99080	0	Week1	105	T	6	MERCANTILE BANK	1990 N ST HELEN RD, ST HELEN MI 48656 US	-84.409618	44.363218
99046	17	Week1	105	T	7	Louie's Market - St. Helen	1025 N St. 235 Water St., St. Helen MI 48656 US	-84.41105	44.349607
70337	0	Week1	105	T	8	FIREHOUSE BAR & GRILL	465 N HELEN RD., ST HELEN MI 48656 US	-84.410732	44.341313
73432	0	Week1	105	T	9	M&B TRUCKING	166 W. M-55, WEST BRANCH MI 48661 US	-84.1322998	44.2776412
99031	96	Week1	105	T	10	BLARNEY CASTLE	619 M-33, ROSE CITY MI 48854 US	-84.11575	44.414607
99080	2	Week1	105	T	11	MERCANTILE BANK	505 BENNETT ST, ROSE CITY MI 48654 US	-84.115599	44.417332
71040	0	Week1	105	T	12	No Limits Pizza & Pool	111 E. Main, Rose City MI 48654 US	-84.115675	44.421717
99058	6	Week1	105	T	13	Forward #27 (Rose City)	103 N Williams St, Rose City, MI 48654, Rose City MI 48654 US	-84.116535	44.421767
99161	109	Week1	105	T	14	FAMILY FARE #1505 FIRST AID	2626 N. M-33 P.O. BOX 480, ROSE CITY MI 48654 US	-84.1163119416857	44.4293661802041
99061	109	Week1	105	T	15	FAMILY FARE #1505	2626 N. M-33 PO BOX 480, ROSE CITY MI 48654 US	-84.1163119416857	44.4293661802041
71033	0	Week1	105	T	16	Allen's Auto	3845 N. M-33, Rose City MI 48654 US	-84.127604	44.445697
		Week1	105	T		Alpena Depot	120 E Herman St,, Alpena 49707 US	-83.416387	45.0710235
70958	00000	Week1	105	W	1	Courtyard	2024 US 23 S., Alpena MI 49707 US	-83.449049	45.047023
70485	0	Week1	105	W	2	ARBY'S	2250 US-23 SOUTH, Alpena MI 49707 US	-83.456922	45.044087
73542	0	Week1	105	W	3	GRUMPY GUNNY'S	4949 N. LONG LAKE RD, HALE MI 48739 US	-83.872852	44.419852
70906	0	Week1	105	W	4	Long Lake Bar	5002 N. Main, Long Lake MI 48743 US	-83.874712	44.422086
73448	0	Week1	105	W	5	MATTHEWS MILL	6400 EAST COUNTY LINE ROAD, SOUTH BRANCH MI 48761 US	-83.88196	44.4617417
71018	0	Week1	105	W	6	Parkview Acres Inc.	2575 E. Rose City Rd., Lupton MI 48635 US	-84.023119	44.421885
73486	0	Week1	105	W	7	KIMMIES PUB & GRUB	1869 GREENWOOD ROAD, PRESCOTT MI 48756 US	-84.050231	44.183814
73503	0	Week1	105	W	8	DEE'S PIZZA PAD LLC	2100 GREENWOOD ROAD, PRESCOTT MI 48756 US	-84.040535	44.183219
71327	0	Week1	105	W	9	MISS MICHELE'S	2370 GREENWOOD RD 5142 LUCINDA, PRESCOTT MI 48756 US	-84.030696	44.182466
73553	0	Week1	105	W	10	MARY'S KOUNTRY KORNER	2005 N. MELITA RD, STERLING MI 48659 US	-84.007894	44.141966
99161	00118	Week1	105	W	11	ROGERS FAMILY FOODS 4985 F.A.	3195 M-65, HALE MI 48739 US	-83.806106	44.371555
99062	118	Week1	105	W	12	ROGERS FAMILY FOODS 4985	3195 M-65, HALE MI 48739 US	-83.806106	44.371555
73467	0	Week1	105	W	13	MAIN STREET PIZZA & BBQ	3150 N M-65, HALE MI 48739 US	-83.804089	44.370594
71066	0	Week1	105	W	14	Bernard Building	395 S. Washington P.O. Box 190, Hale MI 48739 US	-83.8030367	44.3752177
71067	0	Week1	105	W	15	Alwards Market	118 S. Washington, Hale MI 48739 US	-83.805311	44.376861
99058	9	Week1	105	W	16	Forward #53 (Hale Main St.)	101 Main St. 219 N. Front St., Hale MI 48739 US	-83.805547	44.377586
99058	7	Week1	105	W	17	Forward #28 (Hale)	103 Washington 219 N. Front St., Hale MI 48739 US	-83.804628	44.377797
71062	0	Week1	105	W	18	F & T FUR HARVESTER'S TRADING	10681 BUSHEY ROAD, ALPENA MI 49707 US	-83.566592	44.924764
70535	0	Week1	105	W	19	Alpena Beverage	1313 Kline Rd., Alpena MI 49707 US	-83.483739	45.059812
70523	0	Week1	105	W	20	L & S Concrete Co.	520 Fair St., Alpena MI 49707 US	-83.45029	45.06624
73430	0	Week1	105	W	21	NORTHERN HEARING SERVICES	111 SOUTH 13TH, ALPENA MI 49707 US	-83.4471167	45.0728067
99152	8	Week1	105	W	22	ALPENA REGIONAL MEDICAL CENTER	1501 W. Chisholm, Alpena MI 49707 US	-83.449542	45.077664
70487	0	Week1	105	W	23	HARBOR NORTH DENTAL ASSOCIATES	320 Long Rapids Plaza, Alpena MI 49707 US	-83.4646768	45.0791837
70517	0	Week1	105	W	24	Alpena Youth Center	511 Long Rapids Plaza, Alpena MI 49707 US	-83.4623887	45.0808288
70963	0	Week1	105	W	25	Thunder Bay Title	621 W. Chisholm, Alpena MI 49707 US	-83.4396918	45.0677392
73489	0	Week1	105	W	26	ALPENA HOUSING COMMISSION	2340 SOUTH 4TH AVE, ALPENA MI 49707 US	-83.4568243	45.0555223
70610	0	Week1	105	W	27	Banner Realty Co.	259 S. Ripley Blvd, Alpena MI 49707 US	-83.451558	45.050253
70636	0	Week1	105	W	28	BENJEY WELDING SHOP	2238 WERTH RD, ALPENA MI 49707 US	-83.4672413	45.0396995
70624	0	Week1	105	W	29	Benjey Machine Shop	2293 Werth Rd., Alpena MI 49707 US	-83.468635	45.038238
73131	0	Week1	105	W	30	BENJEY ENGINEERING	2725 PEARL ROAD, ALPENA MI 49707 US	-83.461315	45.035699
70689	0	Week1	105	W	31	Eye Talk Family Optical	2483 US-23 South, Alpena MI 49707 US	-83.462282	45.0390345
70656	0	Week1	105	W	32	Remax New Horizon	2281 US-23 South, Alpena MI 49707 US	-83.457423	45.042794
70596	0	Week1	105	W	33	Lud's State	319 Parson St., Alpena MI 49707 US	-83.446775	45.0491818
		Week1	105	W		Alpena Depot	120 E Herman St,, Alpena 49707 US	-83.416387	45.0710235
73341	0	Week2	105	F	1	NEMROC	800 BOLTON, ALPENA MI 49707 US	-83.4216	45.07438
70740	0	Week2	105	F	2	Joe's Bar	1300 Ford Ave., Alpena MI 49707 US	-83.417866	45.06883
70489	0	Week2	105	F	3	Decorative Panels Internationa	416 Ford Ave., Alpena MI 49707 US	-83.426479	45.064027
70489	3	Week2	105	F	4	Decorative Panels Internationa	416 Ford Ave., Alpena MI 49707 US	-83.426479	45.064027
70489	1	Week2	105	F	5	Decorative Panels Internationa	416 Ford Ave., Alpena MI 49707 US	-83.426479	45.064027
70502	0	Week2	105	F	6	Latitudes	307 W. Chisholm St., Alpena MI 49707 US	-83.435797	45.06455
70500	0	Week2	105	F	7	Players Pub & Grub	113 S. Ninth St., Alpena MI 49707 US	-83.4422808	45.0687915
70603	0	Week2	105	F	8	ALLEGRA PRINTING	829 W. Chisholm St., Alpena MI 49707 US	-83.442205	45.070042
70608	1	Week2	105	F	9	BESSER 23 NORTH	801 JOHNSON ST, ALPENA MI 49707 US	-83.4385059	45.078044
70608	0	Week2	105	F	10	Besser Company	801 Johnson St., Alpena MI 49707 US	-83.4385059	45.078044
99052	1	Week2	105	F	11	APS BESSER ELEMENTARY SCHOOL	375 WILSON ST, Alpena MI 49707 US	-83.452565	45.084634
99053	5	Week2	105	F	12	NORTHWOOD SOLUTIONS INC	4040 US - 23 North, Alpena MI 49707 US	-83.4531537	45.1066202
99152	8	Week2	105	F	13	ALPENA REGIONAL MEDICAL CENTER	1501 W. Chisholm, Alpena MI 49707 US	-83.449542	45.077664
70477	0	Week2	105	F	14	Brett's Auto	1249 W. Chisholm St., Alpena MI 49707 US	-83.446906	45.074074
73552	0	Week2	105	F	15	SYTEK ORTHODONTIST	1132 W. CHISHOLM ST, ALPENA MI 49707 US	-83.445779	45.07225
70494	0	Week2	105	F	16	Alpena Supply Co.	410 S. 11th AVE, ALPENA MI 49707 US	-83.44741	45.06821
70518	0	Week2	105	F	17	Alpena County Road	1400 N. BAGLEY STREET, ALPENA MI 49707 US	-83.4732837	45.0661747
73167	0	Week2	105	F	18	THUNDER BAY ELECTRIC	1693 M32, ALPENA MI 49707 US	-83.4863883	45.0611067
73496	0	Week2	105	F	19	MIDWEST DIESEL SERVICE LLC	7230 M-32, ALPENA MI 49707 US	-83.597586	45.061156
70619	0	Week2	105	F	20	GOODRICH TRUCKING	3851 WORTH ROAD, Alpena MI 49707 US	-83.524533	45.009757
70971	1	Week2	105	F	21	Sports Unlimited	3137 US-23 South, Alpena MI 49707 US	-83.463831	45.028848
73507	0	Week2	105	F	22	FITZPATRICK HARDWARE	2733 US 23 SOUTH, ALPENA MI 49707 US	-83.463336	45.033109
71433	0	Week2	105	F	23	NICK'S SOUTHSIDE DINER	3023 US 23 South, Alpena MI 49707 US	-83.463816	45.031924
73395	2	Week2	105	F	24	MANGO (US-23)	2205 THUNDER BAY SHOPPING CENT, ALPENA MI 49707 US	-83.453774	45.043732
70530	0	Week2	105	F	25	Big Boy Ripley	400 South Ripley, Alpena MI 49707 US	-83.452781	45.048124
70641	0	Week2	105	F	26	State St. Lube	105 Mason St., Alpena MI 49707 US	-83.4485	45.04766
70565	0	Week2	105	F	27	Mancino's - Alpena	1235 State St. 319 Parson St., Alpena MI 49707 US	-83.447651	45.048427
70106	0	Week2	105	F	28	KENTUCKY FRIED CHICKEN	1130 STATE ST, ALPENA MI 49707 US	-83.446096	45.048542
73527	0	Week2	105	F	29	POMPEYOS MEXICAN GRILL	1120 S. STATE STREET, ALPENA MI 49707 US	-83.445675	45.048626
73470	0	Week2	105	F	30	BIGGBY COFFEE	224 E. CHISHOLM STREET, ALPENA MI 49707 US	-83.432013	45.060696
73452	0	Week2	105	F	31	SHERWIN WILLIAMS	119 E. CHISHOLM ST, ALPENA MI 49707 US	-83.432502	45.061877
99053	12	Week2	105	F	32	Employment Services Inc.	110 W. Chisholm St. P.O. Box 832, Alpena MI 49707 US	-83.433956	45.062487
73222	0	Week2	105	F	33	THE BLACK SHEEP	113 S 2ND AVE, ALPENA MI 49707 US	-83.4340662	45.0624017
73395	1	Week2	105	F	34	MANGOS	121 WEST CHISHOLM, ALPENA MI 49707 US	-83.433654	45.062969
73339	0	Week2	105	F	35	CAR QUEST	115 LOCKWOOD, ALPENA MI 49707 US	-83.434746	45.062111
73355	0	Week2	105	F	36	THE FRESH PALATE	109 N SECOND, ALPENA MI 49707 US	-83.433161	45.062726
70524	0	Week2	105	F	37	J & J Bar & Grille	411 N. Second, Alpena MI 49707 US	-83.429562	45.064784
73063	7	Week2	105	F	38	ALCONA HEALTH-LINCOLN SCHOOL	309 WEST LAKE ST, ALPENA MI 49707 US	-83.429141	45.069381
		Week2	105	F		Alpena Depot	120 E Herman St,, Alpena 49707 US	-83.416387	45.0710235
99152	8	Week2	105	M	1	ALPENA REGIONAL MEDICAL CENTER	1501 W. Chisholm, Alpena MI 49707 US	-83.449542	45.077664
70926	0	Week2	105	M	2	Miller Construction	262 W. M-55, West Branch MI 48661 US	-84.1367732	44.2774422
99058	2	Week2	105	M	3	FORWARD # 11 (ALGER)	1990 Brock Rd. (M-33) 219 N. Front St., Alger MI 48610 US	-84.126462	44.141082
73378	0	Week2	105	M	4	CORNER EXPRESS 2	2997 COOK ROAD, WEST BRANCH MI 48661 US	-84.224316	44.248225
71010	0	Week2	105	M	5	Camp Sports Bar	5810 N M-30, Gladwin MI 48624 US	-84.367	44.136025
71009	0	Week2	105	M	6	Secord Lake Eagles	3485 Lakeshore Dr., Gladwin MI 48624 US	-84.329258	44.068664
70918	0	Week2	105	M	7	ULTIMATE CASTING & MACHINE LLC	3977 M-30, West Branch MI 48661 US	-84.2664928	44.2210347
73149	0	Week2	105	M	8	APPLEBEES	2992 COOK RD, WEST BRANCH MI 48661 US	-84.226401	44.248106
99058	42	Week2	105	M	9	LUMBER JACK	2980 COOK RD, WEST BRANCH MI 48661 US	-84.226817	44.249914
70932	0	Week2	105	M	10	Quality Inn	2980 Cook Rd P.O. Box 369, West Branch MI 48661 US	-84.226817	44.249914
99058	12	Week2	105	M	11	FORWARDS	2980 Cook Rd. 219 N. Front St., West Branch MI 48661 US	-84.226817	44.249914
73304	0	Week2	105	M	12	TIM HORTON'S	2960 COOK RD, WEST BRANCH MI 48661 US	-84.226168	44.250415
99080	1	Week2	105	M	13	MERCANTILE BANK	2087 S M-76, WEST BRANCH MI 48661 US	-84.221196	44.274821
70930	0	Week2	105	M	14	G's Pizzeria	200 W. Houghton, West Branch MI 48661 US	-84.237595	44.276007
73494	0	Week2	105	M	15	BUCCILLI'S PIZZA	221 W. HOUGHTON AVE, WEST BRANCH MI 48661 US	-84.238187	44.276439
70945	0	Week2	105	M	16	JOSEPH MARTINES - SUN SPA TAN	315 W. Houghton Ave., West Branch MI 48661 US	-84.23922	44.276555
70929	0	Week2	105	M	17	China Inn	601 W. Houghton Ave P.O. Box 334, West Branch MI 48661 US	-84.242835	44.276468
70942	0	Week2	105	M	18	BAY REGIONAL MEDICAL CENTER	611 Court St., West Branch MI 48661 US	-84.245405	44.268849
99058	5	Week2	105	M	19	Forward #26 (W/B 2)	600 Houghton Ave. 219 N. Front St., West Branch MI 48661 US	-84.242915	44.275974
99080	3	Week2	105	M	20	MERCANTILE BANK	502 W. HOUGHTON, WEST BRANCH MI 48661 US	-84.241748	44.275974
70927	0	Week2	105	M	21	Logger's Depot	314 W. Houghton P.O. Box 837, West Branch MI 48661 US	-84.239256	44.276049
70949	0	Week2	105	M	22	Mary's Beauty Salon	302 E. Houghton, West Branch MI 48661 US	-84.2329042	44.275999
73438	0	Week2	105	M	23	BUCK'S COUNTRY COOKIN'	105 PLAZA DR, WEST BRANCH MI 48661 US	-84.225457	44.276041
		Week2	105	M		Alpena Depot	120 E Herman St,, Alpena 49707 US	-83.416387	45.0710235
70666	0	Week2	105	R	1	Sports Page Lounge	823 W. Chisholm St., Alpena MI 49707 US	-83.4415	45.06927
99152	8	Week2	105	R	2	ALPENA REGIONAL MEDICAL CENTER	1501 W. Chisholm, Alpena MI 49707 US	-83.449542	45.077664
73350	0	Week2	105	R	3	JIMMY JOHN'S SUBS	494 S RIPLEY, ALPENA MI 49707 US	-83.453157	45.04733
73348	0	Week2	105	R	4	QSR OUTDOOR PRODUCTS	600 W CAMPBELL, ALPENA MI 49707 US	-83.4534	45.05957
99152	7	Week2	105	R	5	LONG RAPIDS FAMILY CARE	393 LONG RAPIDS RD, ALPENA MI 49707 US	-83.4642847	45.0774857
70655	0	Week2	105	R	6	19th Hole	1081 U.S.23 North, Alpena MI 49707 US	-83.45743	45.086734
99053	15	Week2	105	R	7	REN-TECH	181 N. INDUSTRIAL HWY, ALPENA MI 49707 US	-83.45867	45.1050133
