Acct #	Cust #	Week #	New Rt	New Delivery Day	New Stop	Customer Name	DisplayAddressFull	X_Longitude	Y_Latitude
73423	0	Week1	103	R	13	A WIN-SANDS MOTEL	11630 M-33 N, ATLANTA MI 49709 US	-84.146408	45.009209
71269	0	Week1	103	R	14	Eagles	10980 M-32 West, Atlanta MI 49709 US	-84.173984	45.008552
71271	0	Week1	103	R	15	Amerigas Propane - Atlanta	11600 M-32 West, Atlanta MI 49709 US	-84.1615683	45.0075333
73404	4	Week1	103	R	16	Thunder Bay Health - Atlanta 2	11899 M-32 W, Atlanta MI 49709 US	-84.1553572	45.0067353
99152	3	Week1	103	R	17	ATLANTA IMAGING DEPT.	11899 M-32, ATLANTA MI 48670 US	-84.1553572	45.0067353
99047	4	Week1	103	R	18	Alp-Alcona C.U. (Atlanta)	12285 JEROME ST., ATLANTA MI 49709 US	-84.147215	45.004932
73403	0	Week1	103	R	19	CHATTERS BULLPEN BAR & GRILL	12350 MAIN ST, ATLANTA MI 49707 US	-84.146015	45.004402
71273	0	Week1	103	R	20	LUCKY D'S LLC	12434 STATE ST PO BOX 209, Atlanta MI 49709 US	-84.144562	45.004426
73463	0	Week1	103	R	21	WINSTON CORNER SUNOCO	11310 MAIN ST, ATLANTA MI 49709 US	-84.144059	45.004447
73335	2	Week1	103	R	22	COMMUNITY FINANCIAL-ATLANTA	12483 STATE ST, ATLANTA MI 49709 US	-84.143296	45.00402
72006	0	Week1	103	R	23	Green Funeral Home	12676 AIRPORT RD PO BOX 201, Atlanta MI 49709 US	-84.13893	45.000535
71272	0	Week1	103	R	24	Atlanta Community Schools	10500 County Rd. 489 P.O. Box 619, Atlanta MI 49709 US	-84.153936	44.987834
99161	114	Week1	103	R	25	FAMILY FARE #1515 FIRST AID	5105 CO. RD 612 POB 40, LEWISTON MI 49756 US	-84.290873	44.883137
99061	114	Week1	103	R	26	FAMILY FARE #1515	5105 CO. RD 612 PO Box 40, LEWISTON MI 49756 US	-84.290873	44.883137
99082	12	Week1	103	R	27	SUNRISE STORE #6	4831 SAILING AVE, LEWISTON MI 49756 US	-84.297311	44.88335
71278	0	Week1	103	R	28	The Villager Restaurant	1329 Pine Point, Lewiston MI 49756 US	-84.2889762	44.8594852
71280	0	Week1	103	R	29	Redwood Steakhouse	4965 SALLING AVE, LEWSITON MI 49756 US	-84.293382	44.883422
		Week1	103	R		Alpena Depot	120 E Herman St,, Alpena 49707 US	-83.416387	45.0710235
71123	0	Week1	103	T	1	Dowkers Meat Market	2104 Birch Manor, Gaylord MI 49735 US	-84.65516	45.000054
99031	58	Week1	103	T	2	BLARNEY CASTLE #484	2778 OLD 27 SOUTH, GAYLORD MI 49734 US	-84.6769707308092	44.9888972510964
73537	0	Week1	103	T	3	SWAMP II	6549 N OLD 27, FREDERIC MI 49733 US	-84.755297	44.779558
99031	110	Week1	103	T	4	BLARNEY WATERS	10703 OLD US 27 SOUTH, WATERS MI 49797 US	-84.698233	44.877115
71046	0	Week1	103	T	5	Michigan Spine & Pain	5059 OLD US 27 SOUTH, Gaylord MI 49735 US	-84.68129	44.958252
71106	0	Week1	103	T	6	LAPPAN'S OF GAYLORD	4085 Old 27, Gaylord MI 49735 US	-84.681199	44.971541
70886	0	Week1	103	T	7	Dynamic Physical Therapy	2922 D&M DRIVE, Gaylord MI 49734 US	-84.684322	44.989351
73536	0	Week1	103	T	8	VALLEY TRUCK PARTS	2483 DICKERSON RD, GAYLORD MI 49735 US	-84.686926	44.996759
71138	0	Week1	103	T	9	NORTHEAST MI CONSORTIUM	2927 D&M Drive P.O. Box 711, Gaylord MI 49735 US	-84.683707	44.989186
99058	36	Week1	103	T	10	FORWARDS/SUBWAY-308	2859 S OTSEGO AVE, GAYLORD MI 49735 US	-84.67626	44.990319
99058	14	Week1	103	T	11	Forwards - Gaylord South 144	2870 S. Ostego Ave. P.O. Box 1457, Gaylord MI 49735 US	-84.677631	44.99067
		Week1	103	T		Alpena Depot	120 E Herman St,, Alpena 49707 US	-83.416387	45.0710235
71276	0	Week1	103	W	1	Iron Kettle	4737 SALILNG COUNTY RD 612, Lewiston MI 49756 US	-84.298269	44.883775
71283	0	Week1	103	W	2	Montmorency Medical Clinic	3040 BOURN ST, LEWISTON MI 49756 US	-84.299086	44.884802
73048	0	Week1	103	W	3	H. B. CARBIDE COMPANY #192	4210 DOYLE DR, LEWISTON MI 49756 US	-84.300387	44.901605
71277	0	Week1	103	W	4	H. B. CARBIDE COMPANY #192	4210 DOYLE DR, Lewiston MI 49756 US	-84.300387	44.901605
73455	0	Week1	103	W	5	THE BAKLAVA SHOP	2889 KNEELAND ST, LEWISTON MI 49756 US	-84.305015	44.882423
73052	0	Week1	103	W	6	TALLEY'S BAR	2981 KNEELAND, LEWISTON MI 49756 US	-84.305036	44.883718
71286	0	Week1	103	W	7	Timothy's Lewiston Lodge	1525 Fleming, Lewiston MI 49756 US	-84.313882	44.863029
71281	0	Week1	103	W	8	TWIN LAKES AUTO REPAIR	1080 Co. Rd. 612, Lewiston MI 49756 US	-84.369799	44.884138
71088	0	Week1	103	W	9	Charlton Township Hall	10900 E. M-32, Johannesburg MI 49751 US	-84.456284	44.984959
71105	0	Week1	103	W	10	Old Depot	10826 M-32 East, Johannesburg MI 49751 US	-84.455004	44.985337
99058	35	Week1	103	W	11	FORWARDS/SUBWAY-307	400 WEST MAIN, GAYLORD MI 49735 US	-84.678717	45.028005
70723	1	Week1	103	W	12	GAYLORD ORAL SURGERY	400 WEST MAIN ST. SUITE 113, GAYLORD MI 49735 US	-84.678717	45.028005
99054	36	Week1	103	W	13	CHARTER COMMUNICATIONS	408 WEST 4TH ST, GAYLORD MI 49735 US	-84.679088	45.02402
73441	0	Week1	103	W	14	CCR TRADING POST	2433 M-33 SOUTH, ATLANTA MI 49709 US	-84.4503098670014	45.4278309032659
99031	162	Week1	103	W	15	BLARNEY CASTLE EZ MART #891	8114 MILLS ST, VANDERBILT MI 49795 US	-84.662776	45.143883
71115	0	Week1	103	W	16	Earthworks Enterprises	5584 E. M-32, Gaylord MI 49735 US	-84.5494358	45.0051498
71372	0	Week1	103	W	17	Paul's Pub	10757 M-32 P.O. Box 45, Johannesburg MI 49751 US	-84.457575	44.985484
		Week1	103	W		Alpena Depot	120 E Herman St,, Alpena 49707 US	-83.416387	45.0710235
70483	2	Week2	103	F	1	ALPENA PUBLIC SAFETY	208 N. FIRST STREET, ALPENA MI 49707 US	-83.431224	45.06168
70483	0	Week2	103	F	2	Alpena City Garage-uniforms	208 N. First St., Alpena MI 49707 US	-83.431224	45.06168
70483	1	Week2	103	F	3	ALPENA CITY GARAGE-MATS	208 N. FIRST STREET, ALPENA MI 49707 US	-83.431224	45.06168
73492	0	Week2	103	F	4	DAIRY QUEEN	600 W. CHISOLM, ALPENA MI 49707 US	-83.439417	45.067113
73152	0	Week2	103	F	5	ALPENA COLLEGE - PAPER ACCT	666 JOHNSON STREET, ALPENA MI 49707 US	-83.4451563	45.0810807
73450	0	Week2	103	F	6	ADVANCED DERMATOLOGY	105 ARBOR LANE, ALPENA MI 49707 US	-83.460158	45.078669
73316	0	Week2	103	F	7	MEDILODGE OF ALPENA	301 LONG RAPIDS, ALPENA MI 49707 US	-83.462477	45.078165
73082	0	Week2	103	F	8	MID MICH PHYS GRP GEN SURGERY	311 LONG RAPIDS PLAZA, ALPENA MI 49707 US	-83.46437	45.0780967
70519	0	Week2	103	F	9	Northern Foot & Ankle Center	321 long rapids plaza, Alpena MI 49707 US	-83.464187	45.078609
99046	7	Week2	103	F	10	LONG RAPIDS SHELL OIL	999 LONG RAPIDS RD, ALPENA MI 49707 US	-83.47291	45.078439
70528	0	Week2	103	F	11	Perch's IGA	1025 US-23 North Hwy., Alpena MI 49707 US	-83.457001	45.085124
73063	0	Week2	103	F	12	ALPENA SERVICES	1185 US - 23 NORTH, ALPENA MI 49707 US	-83.458447	45.091083
73063	1	Week2	103	F	13	DENTAL SERVICES	1185 US - 23 NORTH, ALPENA MI 49707 US	-83.458447	45.091083
70552	0	Week2	103	F	14	Larry's Collision	1212 US-23 North, Alpena MI 49707 US	-83.456777	45.092603
99031	63	Week2	103	F	15	BLARNEY CASTLE #224	1035 W. CHISHOLM ST, ALPENA MI 49707 US	-83.444203	45.071966
99046	6	Week2	103	F	16	CHISHOLM SHELL OIL	1017 CHISHOLM ST, ALPENA MI 49707 US	-83.443944	45.071511
70531	0	Week2	103	F	17	MCINERNEY CHRYSLER, DODGE JEEP	832 W. Chisholm, Alpena MI 49707 US	-83.442668	45.069518
73140	0	Week2	103	F	18	SPECIFICATIONS STONE PRODUCTS	1009 LONG LAKE AVE, ALPENA MI 49707 US	-83.4258967	45.081886
73333	0	Week2	103	F	19	FREEDOM MOTORS	929 W WASHINGTON, ALPENA MI 49707 US	-83.4535007	45.0619248
70690	0	Week2	103	F	20	Hunan Restaurant	1283 M-32 West, Alpena MI 49707 US	-83.47685	45.061133
70627	0	Week2	103	F	21	BUILDERS FIRST SOURCE	1441 M-32 WEST, ALPENA MI 49707 US	-83.480881	45.060735
99031	65	Week2	103	F	22	BLARNEY CASTLE #228	1000 M-32 WEST, ALPENA MI 49707 US	-83.47269	45.062484
70521	0	Week2	103	F	23	Beaver's Automotive	600 N. Ripley, Alpena MI 49707 US	-83.452327	45.058731
70533	0	Week2	103	F	24	Ball Tire	620 S. Ripley Blvd., Alpena MI 49707 US	-83.453931	45.046389
99052	0	Week2	103	F	25	APS SENIOR HIGH SCHOOL	2373 Gordon Rd., Alpena MI 49707 US	-83.466161	45.036612
99052	6	Week2	103	F	26	APS THUNDER BAY JR HIGH	2373 Gordon Rd., Alpena MI 49707 US	-83.466161	45.036612
99052	2	Week2	103	F	27	APS ELLA WHITE ELEMENTARY	2373 Gordon Rd., Alpena MI 49707 US	-83.466161	45.036612
70495	0	Week2	103	F	28	North Coney Island	2668 US-23 South, Alpena MI 49707 US	-83.466306	45.034935
70526	0	Week2	103	F	29	C & S Carrier	3224 US-23 SOUTH, ALPENA MI 49707 US	-83.4658757	45.0253117
99031	64	Week2	103	F	30	BLARNEY CASTLE #225	2222 US 23 SO., ALPENA MI 49707 US	-83.4644534220908	45.0321696966945
70959	0	Week2	103	F	31	Kipfmiller	2584 US 23 S., Alpena MI 49707 US	-83.464327	45.03647
70587	0	Week2	103	F	32	BOBS MUFFLER & REPAIR	2277 US-23 SOUTH COMPANY 101, Alpena MI 49707 US	-83.457327	45.0430647
70687	0	Week2	103	F	33	DEAN ARBOUR FORD LINCOLN MERCU	1001 US-23 North, Alpena MI 49707 US	-83.4450988	45.0503698
70483	3	Week2	103	F	34	ALPENA CITY HALL	208 N. FIRST STREET, ALPENA MI 49707 US	-83.431224	45.06168
99046	5	Week2	103	F	35	DIAMOND SHELL OIL	235 WATER ST, ALPENA MI 49707 US	-83.4293885	45.0615955
73530	0	Week2	103	F	36	RED BRICK TAP & BARREL	109 RIVER STREET, ALPENA MI 49707 US	-83.432515	45.063245
73551	0	Week2	103	F	37	HOPSIDE BREWERY	129 W. CHISHOLM ST., ALPENA MI 49707 US	-83.433987	45.063127
		Week2	103	F		Alpena Depot	120 E Herman St,, Alpena 49707 US	-83.416387	45.0710235
99161	110	Week2	103	M	1	FAMILY FARE #1510 FIRST AID	829 W. MAIN POB 580, GAYLORD MI 49734 US	-84.684313	45.025745
99061	111	Week2	103	M	2	FAMILY FARE #1510 MEAT	829 W. MAIN POB 580, GAYLORD MI 49734 US	-84.684313	45.025745
99061	120	Week2	103	M	3	FAMILY FARE #1510-DAIRY QUEEN	829 W. MAIN POB 580, GAYLORD MI 49734 US	-84.684313	45.025745
99061	118	Week2	103	M	4	FAMILY FARE #1510-DELI	829 W. MAIN POB 580, GAYLORD MI 49734 US	-84.684313	45.025745
99061	117	Week2	103	M	5	FAMILY FARE #1510-BAKERY	829 W. MAIN POB 580, GAYLORD MI 49734 US	-84.684313	45.025745
99061	116	Week2	103	M	6	FAMILY FARE #1510-STARBUCKS	829 W. MAIN POB 580, GAYLORD MI 49734 US	-84.684313	45.025745
99161	203	Week2	103	M	7	SPARTAN #838 FIRST AID	835 W. MAIN STREET, GAYLORD MI 49734 US	-84.685908	45.027006
99061	203	Week2	103	M	8	SPARTAN QUICK STOP #838	835 W. MAIN STREET, GAYLORD MI 49734 US	-84.685908	45.027006
99051	54	Week2	103	M	9	JET'S PIZZA MI-058	111 WEST STREET, GAYLORD MI 49735 US	-84.68651	45.027824
99058	13	Week2	103	M	10	Forwards - Gaylord North 147	1025 W. Main R#2 P.O. Box 652, Gaylord MI 49735 US	-84.691373	45.026844
73312	0	Week2	103	M	11	BIG BOY GAYLORD	1359 N MAIN, GAYLORD MI 49735 US	-84.695808	45.026981
73443	0	Week2	103	M	12	PANERA BREAD	1386 WEST MAIN, GAYLORD MI 49735 US	-84.699039	45.02785
99031	133	Week2	103	M	13	GAYLORD WEST EZ MART #488	3400 M32 WEST, GAYLORD MI 49735 US	-84.739922	45.027891
73397	0	Week2	103	M	14	AWAKON-GAYLORD	1496 WEST MAIN, GAYLORD MI 49735 US	-84.703496	45.028476
73335	1	Week2	103	M	15	COMMUNITY FINANCIAL-GAYLORD 2	1360 WEST MAIN, GAYLORD MI 49735 US	-84.697031	45.027822
71008	0	Week2	103	M	16	WCISEL CONSTRUCTION	1054 ANNA DR, GAYLORD MI 49735 US	-84.695003	45.029955
73045	0	Week2	103	M	17	ZIP'S HARLEY DAVIDSON	980 S. WISCONSIN AVE., GAYLORD MI 49735 US	-84.682025	45.016724
		Week2	103	M		Alpena Depot	120 E Herman St,, Alpena 49707 US	-83.416387	45.0710235
71267	0	Week2	103	R	1	Atlanta Motel	12520 STATE ST P.O. Box 206, Atlanta MI 49709 US	-84.142475	45.004433
70790	0	Week2	103	R	2	Natural Gas Compression	16950 M 32, M33, ATLANTA MI 49707 US	-84.0544197	45.0091192
70613	0	Week2	103	R	3	Subway- Bagley	13456 Macarthur Rd., Alpena MI 49707 US	-83.7315167	45.1325067
99152	9	Week2	103	R	4	ARMC MEDICAL GROUP-CARDIO ASSO	460 Long Rapids Plaza, Alpena MI 49707 US	-83.463276	45.080212
70564	0	Week2	103	R	5	Chee Peng Restaurant	1237 US-23 North, Alpena MI 49707 US	-83.457845	45.093486
70548	0	Week2	103	R	6	Eagle Engineering & Supply	101 North Industrial Hwy, Alpena MI 49707 US	-83.455732	45.100345
70699	0	Week2	103	R	7	Alpena College	666 Johnson St. Attn: Accounts Payable, Alpena MI 49707-1495 US	-83.4451563	45.0810807
73409	0	Week2	103	R	8	BELLA ROSE SKIN CARE PLLC	114 E. OLDFIELD, ALPENA MI 49707 US	-83.4282802	45.0646405
70671	0	Week2	103	R	9	McDonald Auto Supply	126 W. Washington Ave, Alpena MI 49707 US	-83.436357	45.06118
70663	0	Week2	103	R	10	Rapid Results	234 S. Second Ave., Alpena MI 49707 US	-83.435539	45.060637
70582	0	Week2	103	R	11	Dr. Andrew Tarkington DDS	215 S. Ripley, Alpena MI 49707 US	-83.451656	45.050605
73387	0	Week2	103	R	12	TACO BELL	111 PAAD CT, ALPENA MI 49707 US	-83.452212	45.045138
70738	0	Week2	103	R	13	Grand China Buffet	2270 U.S. 23 South, Alpena MI 49707 US	-83.457574	45.043803
70522	0	Week2	103	R	14	St. Vincent DePaul	2635 US 23 SOUTH, Alpena MI 49707 US	-83.463258	45.035053
70591	0	Week2	103	R	15	Ziebart Tidy Car	2673 US-23 South, Alpena MI 49707 US	-83.463351	45.03412
70785	0	Week2	103	R	16	Alpena VFW #2496 Post	2900 Connon St. 13460 White Ash, Alpena MI 49707 US	-83.46335	45.04209
70568	0	Week2	103	R	17	Alpena VFW #2496 Lounge	2900 Connon St., Alpena MI 49707 US	-83.46335	45.04209
73488	0	Week2	103	R	18	HISER PROPERTIES	3303 WEST WASHINGTON, ALPENA MI 49707 US	-83.4706537	45.0625945
70525	0	Week2	103	R	19	Applebee's	1468 M-32 W., Alpena MI 49707 US	-83.480414	45.062023
73470	1	Week2	103	R	20	BIGGBY #557	1253 M-32, ALPENA MI 49707 US	-83.481414	45.059646
70665	0	Week2	103	R	21	Alpena Auto Electric	1643 M-32, Alpena MI 49707 US	-83.4850017	45.06119
70644	0	Week2	103	R	22	Alpena Diesel Service	1700 M-32 West, Alpena MI 49707 US	-83.486143	45.06225
73122	0	Week2	103	R	23	FREESE HYDRAULICS	1088 WALTER ST, ALPENA MI 49707 US	-83.4924785	45.0628138
99054	29	Week2	103	R	24	CHARTER COMMUNICATIONS	2074 M-32 WEST, Alpena MI 49707 US	-83.492881	45.06192
73261	0	Week2	103	R	25	GREEN STONE	2200 W M-32, ALPENA MI 49707 US	-83.4954383	45.0619117
73418	0	Week2	103	R	26	BUCKY'S MEATS	13370 DALLAS RD, LACHINE MI 49753 US	-83.7231572	45.0585247
71262	0	Week2	103	R	27	MDOT ATLANTA	13490 M-32/M-33 P.O. Box 437, Atlanta MI 49709 US	-84.1232748	45.008901
73404	4	Week2	103	R	28	Thunder Bay Health - Atlanta 2	11899 M-32 W, Atlanta MI 49709 US	-84.1553572	45.0067353
99152	3	Week2	103	R	29	ATLANTA IMAGING DEPT.	11899 M-32, ATLANTA MI 48670 US	-84.1553572	45.0067353
71278	0	Week2	103	R	30	The Villager Restaurant	1329 Pine Point, Lewiston MI 49756 US	-84.2889762	44.8594852
71280	0	Week2	103	R	31	Redwood Steakhouse	4965 SALLING AVE, LEWSITON MI 49756 US	-84.293382	44.883422
99082	12	Week2	103	R	32	SUNRISE STORE #6	4831 SAILING AVE, LEWISTON MI 49756 US	-84.297311	44.88335
99061	114	Week2	103	R	33	FAMILY FARE #1515	5105 CO. RD 612 PO Box 40, LEWISTON MI 49756 US	-84.290873	44.883137
99161	114	Week2	103	R	34	FAMILY FARE #1515 FIRST AID	5105 CO. RD 612 POB 40, LEWISTON MI 49756 US	-84.290873	44.883137
70753	0	Week2	103	R	35	Beaver Lake IGA	9543 M-65, Lachine MI 49753 US	-83.766555	44.935914
73376	0	Week2	103	R	36	PAPPY'S PUB	6449 M-65, LACHINE MI 49753 US	-83.748547	44.981105
