"RowID","WorkspaceName","CustomerName","CustomerNumber","DisplayAddress","DisplayAddress2","DisplayCity","DisplayState","DisplayPostal","DisplayNation","DisplayAddressFull","MatchedAddress","MatchedAddress2","MatchedCity","MatchedState","MatchedPostal","MatchedNation","MatchedAddressFull","Latitude","Longitude","MatchType","MatchTypeCode","Phone","Email","Website","Comments1","Comments2","Comments3","Comments4","Comments5","Comments6","NumericComments","FrequencyCycleText","FrequencyCycleCode","FrequencyDays","Capacity1","Capacity2","ServiceMinutes","RouteRules","TimeWindow1Used","TimeWindow1Start","TimeWindow1End","TimeWindow2Used","TimeWindow2Start","TimeWindow2End","Priority","DateAdded","DateModified"
"-11","My Workspace 1","GRUMPY'S EZ MART 521","15593","5101 EAST TRAVERSE HWY","","TRAVERSE CITY","MI","49684","US","5101 EAST TRAVERSE HWY, TRAVERSE CITY MI 49684 US","5101 E Traverse Hwy","","Traverse City","MI","49684","US","5101 E Traverse Hwy, Traverse City MI 49684 US","44.775105","-85.752754","Street Address - Automatic","3","","","","99031","","","","","","0","Weekly","Weekly","R","0","5354.31","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-12","My Workspace 1","231 BAR & GRILL","12347","17170 VONDRA RD","","THOMPSONVILLE","MI","49683","US","17170 VONDRA RD, THOMPSONVILLE MI 49683 US","17170 Vondra Rd","","Thompsonville","MI","49683","US","17170 Vondra Rd, Thompsonville MI 49683 US","44.499428","-85.955584","Street Address - Automatic","3","","","","232503","","","","","","0","Bi-Weekly Even Cycle Weeks (2,4)","Bi-Weekly Even","T","0","2567.39","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-13","My Workspace 1","BALDWIN LANES","4003","708 MICHIGAN","","BALDWIN","MI","49304","US","708 MICHIGAN, BALDWIN MI 49304 US","708 Michigan Ave","","Baldwin","MI","49304","US","708 Michigan Ave, Baldwin MI 49304 US","43.89406","-85.851228","Street Address - Automatic","3","","","","214168","","","","","","0","Monthly Monthly - Week 4","4","F","0","1007.43","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-14","My Workspace 1","A & W","4120","133 CYPRESS RD.","","MANISTEE","MI","49660","US","133 CYPRESS RD., MANISTEE MI 49660 US","133 Cypress St","","Manistee","MI","49660","US","133 Cypress St, Manistee MI 49660 US","44.244285","-86.3184","Street Address - Automatic","3","","","","219138","","","","","","0","Weekly","Weekly","M","0","7344.36","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-15","My Workspace 1","ADMIRAL 5820","13635","631 S. STATE ST","","BIG RAPIDS","MI","49307-1955","US","631 S. STATE ST, BIG RAPIDS MI 49307-1955 US","631 S State St","","Big Rapids","MI","49307","US","631 S State St, Big Rapids MI 49307 US","43.690636","-85.483432","Street Address - Automatic","3","","","","99103","","","","","","0","Weekly","Weekly","W","0","1040","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-16","My Workspace 1","GREAT LAKES CHOCOLATE CO","14939","819 S GARFIELD AVE","","TRAVERSE CITY","MI","49686","US","819 S GARFIELD AVE, TRAVERSE CITY MI 49686 US","819 S Garfield Ave","","Traverse City","MI","49686","US","819 S Garfield Ave, Traverse City MI 49686 US","44.752943","-85.59556","Street Address - Automatic","3","","","","233413","","","","","","0","Bi-Weekly Even Cycle Weeks (2,4)","Bi-Weekly Even","F","0","1409.03","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-17","My Workspace 1","NORTHPORT PUB & GRILLE","14925","116 S. WAUKAOO","","NORTHPORT","MI","49670","US","116 S. WAUKAOO, NORTHPORT MI 49670 US","116 Waukazoo St","","Northport","MI","49670","US","116 Waukazoo St, Northport MI 49670 US","45.128688","-85.616899","Street Address - Automatic","3","","","","233407","","","","","","0","Weekly","Weekly","W","0","6170.23","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-18","My Workspace 1","SMI LOGISTICS","14920","1867 CASS-HARTMAN CT","","TRAVERSE CITY","MI","49685","US","1867 CASS-HARTMAN CT, TRAVERSE CITY MI 49685 US","1867 Cass Hartman Ct","","Traverse City","MI","49685","US","1867 Cass Hartman Ct, Traverse City MI 49685 US","44.712458","-85.62565","Street Address - Automatic","3","","","","233406","","","","","","0","Monthly Monthly - Week 1","1","T","0","767.98","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-19","My Workspace 1","CITY BIKE SHOP","14917","747 E 8TH ST","","TRAVERSE CITY","MI","49686","US","747 E 8TH ST, TRAVERSE CITY MI 49686 US","747 E 8th St","","Traverse City","MI","49686","US","747 E 8th St, Traverse City MI 49686 US","44.759469","-85.605627","Street Address - Automatic","3","","","","233404","","","","","","0","Bi-Weekly Even Cycle Weeks (2,4)","Bi-Weekly Even","R","0","145.64","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-20","My Workspace 1","ANR BLUE LAKE GAS STORAGE","4283","8616 ANR STORAGE DR NE","","MANCELONA","MI","49659","US","8616 ANR STORAGE DR NE, MANCELONA MI 49659 US","8616 Anr Storage Rd NE","","Mancelona","MI","49659","US","8616 Anr Storage Rd NE, Mancelona MI 49659 US","44.8375438","-84.9659583","Street Address - Automatic","3","","","","222618","","","","","","0","Weekly","Weekly","F","0","5979.48","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-21","My Workspace 1","ADMIRAL 5791","13646","130 W. STATE ST","","SCOTTVILLE","MI","49454-1136","US","130 W. STATE ST, SCOTTVILLE MI 49454-1136 US","130 W State St","","Scottville","MI","49454","US","130 W State St, Scottville MI 49454 US","43.955169","-86.283376","Street Address - Automatic","3","","","","99103","","","","","","0","Weekly","Weekly","T","0","1040","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-22","My Workspace 1","ADMIRAL 5798","13633","805 N. STATE ST","","BIG RAPIDS","MI","49307-1107","US","805 N. STATE ST, BIG RAPIDS MI 49307-1107 US","805 N State St","","Big Rapids","MI","49307","US","805 N State St, Big Rapids MI 49307 US","43.707814","-85.484563","Street Address - Automatic","3","","","","99103","","","","","","0","Weekly","Weekly","W","0","1040","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-23","My Workspace 1","HANSEN FOODS-SUTTONS BAY F.A.","14884","91 W. 4TH ST","","SUTTONS BAY","MI","49682","US","91 W. 4TH ST, SUTTONS BAY MI 49682 US","91 W 4th St","","Suttons Bay","MI","49682","US","91 W 4th St, Suttons Bay MI 49682 US","44.9684244","-85.6499496","Street Address - Automatic","3","","","","99161","","","","","","0","Weekly","Weekly","W","0","273.71","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-24","My Workspace 1","MARTY'S PIZZA & GRILL","14882","615 N FRONT ST","","LAKE CITY","MI","49651","US","615 N FRONT ST, LAKE CITY MI 49651 US","615 N Front","","Lake City","MI","49651","US","615 N Front, Lake City MI 49651 US","44.341073","-85.216158","Street Address - Automatic","3","","","","233387","","","","","","0","Bi-Weekly Even Cycle Weeks (2,4)","Bi-Weekly Even","F","0","2080.89","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-25","My Workspace 1","DARLA'S STUDIO 66","14875","11620 S BURKETT RD","","MARION","MI","49665","US","11620 S BURKETT RD, MARION MI 49665 US","11620 Burkett Rd","","Marion","MI","49665","US","11620 Burkett Rd, Marion MI 49665 US","44.1705142","-85.1533935","Street Address - Automatic","3","","","","","","Current","","","","0","Monthly Monthly - Week 3","3","T","9.7153488372093","0","2.66666666666667","MTWRF","True","06:00","18:00","False","","","NoPriority","1/25/2022 6:06:15 PM","2/7/2022 12:23:31 PM"
"-26","My Workspace 1","NMCAA HOUGHTON LAKE","14860","3225 W. HOUGHTON LAKE DR","","HOUGHTON LAKE","MI","49651","US","3225 W. HOUGHTON LAKE DR, HOUGHTON LAKE MI 49651 US","3225 W Houghton Lake Dr","","Houghton Lake","MI","48651","US","3225 W Houghton Lake Dr, Houghton Lake MI 48651 US","44.2982788","-84.7025146","Street Address - Manual","5","","","","231079","","","","","","0","Bi-Weekly Even Cycle Weeks (2,4)","Bi-Weekly Even","M","0","1264.47","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-27","My Workspace 1","BIGBY COFFEE-KIRTLAND","14854","4800 W 4 MILE ROAD","","GRAYLING","MI","49738","US","4800 W 4 MILE ROAD, GRAYLING MI 49738 US","4800 W 4 Mile Rd","","Grayling","MI","49738","US","4800 W 4 Mile Rd, Grayling MI 49738 US","44.601776","-84.706287","Street Address - Automatic","3","","","","70911","","","","","","0","Bi-Weekly Odd Cycle Weeks (1,3)","Bi-Weekly Odd","W","0","1140.35","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-28","My Workspace 1","ADMIRAL 5737","13641","805 S MITCHELL ST","","CADILLAC","MI","49601-2565","US","805 S MITCHELL ST, CADILLAC MI 49601-2565 US","805 S Mitchell St","","Cadillac","MI","49601","US","805 S Mitchell St, Cadillac MI 49601 US","44.243733","-85.396","Street Address - Automatic","3","","","","99103","","","","","","0","Weekly","Weekly","R","0","1040","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-29","My Workspace 1","JERSEY MIKE'S TRAVERSE CITY","14826","110 MUNSON AVE","","TRAVERSE CITY","MI","49686","US","110 MUNSON AVE, TRAVERSE CITY MI 49686 US","110 Munson Ave","","Traverse City","MI","49686","US","110 Munson Ave, Traverse City MI 49686 US","44.763852","-85.588359","Street Address - Automatic","3","","","","233366","","","","","","0","Weekly","Weekly","M","0","8118.41","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-30","My Workspace 1","NMCAA","14813","3221 LOGAN VALLEY RD","","TRAVERSE CITY","MI","49684","US","3221 LOGAN VALLEY RD, TRAVERSE CITY MI 49684 US","3221 Logan Valley Rd","","Traverse City","MI","49684","US","3221 Logan Valley Rd, Traverse City MI 49684 US","44.7324667","-85.61775","Street Address - Automatic","3","","","","231079","","","","","","0","Bi-Weekly Even Cycle Weeks (2,4)","Bi-Weekly Even","T","0","520.97","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-31","My Workspace 1","BALDWIN PATTY DRUG","9060","868 MICHIGAN AVE","","BALDWIN","MI","49304","US","868 MICHIGAN AVE, BALDWIN MI 49304 US","868 Michigan Ave","","Baldwin","MI","49304","US","868 Michigan Ave, Baldwin MI 49304 US","43.896156","-85.851218","Street Address - Automatic","3","","","","230256","","","","","","0","Monthly Monthly - Week 1","1","F","0","1278.95","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-32","My Workspace 1","AUNT MILLIE'S PETOSKEY OUTLET","13715","1842 N. US HWY 31","","PETOSKEY","MI","49770","US","1842 N. US HWY 31, PETOSKEY MI 49770 US","1842 N US Highway 31","","Petoskey","MI","49770","US","1842 N US Highway 31, Petoskey MI 49770 US","45.396402","-84.891037","Street Address - Automatic","3","","","","99104","","","","","","0","Bi-Weekly Odd Cycle Weeks (1,3)","Bi-Weekly Odd","T","0","1042.86","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-33","My Workspace 1","AUTO SERVICE SPECIALISTS","14394","1861 FOCHTMAN INDUSTRIAL DR.","","PETOSKEY","MI","49770","US","1861 FOCHTMAN INDUSTRIAL DR., PETOSKEY MI 49770 US","1861 Fochtman Industrial Dr","","Petoskey","MI","49770","US","1861 Fochtman Industrial Dr, Petoskey MI 49770 US","45.395737","-84.874938","Street Address - Automatic","3","","","","233203","","","","","","0","Weekly","Weekly","T","0","6130.55","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-34","My Workspace 1","MITCHELL CREEK CONDOMIUMS","14792","4250 MICTHELL CREEK DR","","TRAVERSE CITY","MI","49686","US","4250 MICTHELL CREEK DR, TRAVERSE CITY MI 49686 US","4250 Mitchell Creek Dr","","Traverse City","MI","49686","US","4250 Mitchell Creek Dr, Traverse City MI 49686 US","44.74577","-85.5586617","Street Address - Automatic","3","","","","233357","","","","","","0","Bi-Weekly Even Cycle Weeks (2,4)","Bi-Weekly Even","M","0","1356.26","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-35","My Workspace 1","2 THE MOON BAKERY","14758","100 N MAIN ST","","LAKE CITY","MI","49651","US","100 N MAIN ST, LAKE CITY MI 49651 US","100 N Main St","","Lake City","MI","49651","US","100 N Main St, Lake City MI 49651 US","44.334431","-85.214423","Street Address - Automatic","3","","","","233338","","","","","","0","Bi-Weekly Even Cycle Weeks (2,4)","Bi-Weekly Even","F","0","2235.11","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-36","My Workspace 1","UNDERGROUND CHEESECAKE CO","14756","767 DUELL RD STE C","","TRAVERSE CITY","MI","49686","US","767 DUELL RD STE C, TRAVERSE CITY MI 49686 US","767 Duell Rd","","Traverse City","MI","49686","US","767 Duell Rd, Traverse City MI 49686 US","44.731296","-85.591332","Street Address - Automatic","3","","","","233337","","","","","","0","Bi-Weekly Odd Cycle Weeks (1,3)","Bi-Weekly Odd","M","0","4321.71","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-37","My Workspace 1","ARBY'S BIG RAPIDS","14750","1294 PERRY RD","","BIG RAPIDS","MI","49307","US","1294 PERRY RD, BIG RAPIDS MI 49307 US","1294 Perry Ave","","Big Rapids","MI","49307","US","1294 Perry Ave, Big Rapids MI 49307 US","43.688341","-85.50322","Street Address - Automatic","3","","","","99140","","","","","","0","Bi-Weekly Even Cycle Weeks (2,4)","Bi-Weekly Even","W","0","1891.83","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-38","My Workspace 1","SPARTAN RENEWABLE ENERGY","14718","10125 W. WATERGATE RD","","CADILLAC","MI","49601","US","10125 W. WATERGATE RD, CADILLAC MI 49601 US","10125 W Watergate Rd","","Cadillac","MI","49601","US","10125 W Watergate Rd, Cadillac MI 49601 US","44.2593158","-85.2995332","Street Address - Automatic","3","","","","226912","","","","","","0","Weekly","Weekly","F","0","0","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-39","My Workspace 1","MESICK MARKET FIRST AID","14714","118 W MESICK AVE","","MESICK","MI","49668","US","118 W MESICK AVE, MESICK MI 49668 US","118 W Mesick Ave","","Mesick","MI","49668","US","118 W Mesick Ave, Mesick MI 49668 US","44.40585","-85.714445","Street Address - Automatic","3","","","","99161","","","","","","0","Weekly","Weekly","T","0","0","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-40","My Workspace 1","BIG HART BREWING COMPANY","11357","4086 W. POLK ROAD","","HART","MI","49420","US","4086 W. POLK ROAD, HART MI 49420 US","4086 W Polk Rd","","Hart","MI","49420","US","4086 W Polk Rd, Hart MI 49420 US","43.689663","-86.380126","Street Address - Automatic","3","","","","231942","","","","","","0","Weekly","Weekly","F","0","13007.87","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-41","My Workspace 1","44 NORTH","9463","1406 N MITCHEL","","CADILLAC","MI","49601","US","1406 N MITCHEL, CADILLAC MI 49601 US","1406 N Mitchell St","","Cadillac","MI","49601","US","1406 N Mitchell St, Cadillac MI 49601 US","44.271142","-85.404351","Street Address - Automatic","3","","","","230604","","","","","","0","Monthly Monthly - Week 3","3","M","0","4988.14","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-42","My Workspace 1","ALDEN MUFFIN TIN","11585","9110 HELENS","","ALDEN","MI","49612","US","9110 HELENS, ALDEN MI 49612 US","9110 Helena Rd","","Alden","MI","49612","US","9110 Helena Rd, Alden MI 49612 US","44.881456","-85.275199","Street Address - Automatic","3","","","","232110","","","","","","0","Weekly","Weekly","F","0","893.24","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-43","My Workspace 1","BLARNEY CASTLE 608","8557","9419 US31","","INTERLOCHEN","MI","49643","US","9419 US31, INTERLOCHEN MI 49643 US","9419 US Highway 31","","Interlochen","MI","49643","US","9419 US Highway 31, Interlochen MI 49643 US","44.658153","-85.767129","Street Address - Automatic","3","","","","99031","","","","","","0","Weekly","Weekly","R","0","7482.94","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-44","My Workspace 1","ADMIRAL/TOBACCO 5743","13616","1638 US HIGHWAY 31 S","SUITE 200","MANISTEE","MI","49660","US","1638 US HIGHWAY 31 S SUITE 200, MANISTEE MI 49660 US","1638 US Highway 31 S","","Manistee","MI","49660","US","1638 US Highway 31 S, Manistee MI 49660 US","44.225248","-86.313489","Street Address - Automatic","3","","","","99103","","","","","","0","Weekly","Weekly","M","0","1040","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-45","My Workspace 1","WALLOON CENTRAL MARINE","4049","4730 US 131 NORTH","","BOYNE FALLS","MI","49713","US","4730 US 131 NORTH, BOYNE FALLS MI 49713 US","4730 US-131 N","","Boyne Falls","MI","49713","US","4730 US-131 N, Boyne Falls MI 49713 US","45.2738533","-84.926855","Street Address - Automatic","3","","","","217127","","","","","","0","Weekly","Weekly","T","0","2017.26","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-46","My Workspace 1","AMERICAN LEGION 10","9693","10 MASON ST","","MANISTEE","MI","49660","US","10 MASON ST, MANISTEE MI 49660 US","10 Mason St","","Manistee","MI","49660","US","10 Mason St, Manistee MI 49660 US","44.2502157","-86.3179304","Street Address - Automatic","3","","","","230774","","","","","","0","Bi-Weekly Odd Cycle Weeks (1,3)","Bi-Weekly Odd","M","0","2724.14","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-47","My Workspace 1","ARBY'S TC2","14617","1370 SOUTH AIRPORT ROAD","","TRAVERSE CITY","MI","49684","US","1370 SOUTH AIRPORT ROAD, TRAVERSE CITY MI 49684 US","1370 W South Airport Rd","","Traverse City","MI","49686","US","1370 W South Airport Rd, Traverse City MI 49686 US","44.733773","-85.602775","Street Address - Automatic","3","","","","99140","","","","","","0","Bi-Weekly Even Cycle Weeks (2,4)","Bi-Weekly Even","F","0","1262.5","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-48","My Workspace 1","AMERICAN LEGION","4444","422 N MITCHELL ST","","CADILLAC","MI","49601","US","422 N MITCHELL ST, CADILLAC MI 49601 US","422 N Mitchell St","","Cadillac","MI","49601","US","422 N Mitchell St, Cadillac MI 49601 US","44.2539315","-85.401954","Street Address - Automatic","3","","","","226268","","","","","","0","Bi-Weekly Even Cycle Weeks (2,4)","Bi-Weekly Even","M","0","1410.07","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-49","My Workspace 1","ARBY'S GRAYLING","14622","5800 NELSON A MILES PKWY","","GRAYLING","MI","49738","US","5800 NELSON A MILES PKWY, GRAYLING MI 49738 US","5800 Nelson A Miles Pkwy","","Grayling","MI","49738","US","5800 Nelson A Miles Pkwy, Grayling MI 49738 US","44.598748","-84.712846","Street Address - Automatic","3","","","","99140","","","","","","0","Bi-Weekly Even Cycle Weeks (2,4)","Bi-Weekly Even","W","0","1839.87","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-50","My Workspace 1","ARBY'S HOUGHTON LAKE","14621","3574 W. HOUGHTON LAKE DR","","HOUGHTON LAKE","MI","48629","US","3574 W. HOUGHTON LAKE DR, HOUGHTON LAKE MI 48629 US","3574 W Houghton Lake Dr","","Houghton Lake","MI","48629","US","3574 W Houghton Lake Dr, Houghton Lake MI 48629 US","44.298987","-84.712047","Street Address - Automatic","3","","","","99140","","","","","","0","Bi-Weekly Even Cycle Weeks (2,4)","Bi-Weekly Even","M","0","1662.1","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-51","My Workspace 1","ADMIRAL 5787","13620","1377 N MITCHELL ST","","CADILLAC","MI","49601","US","1377 N MITCHELL ST, CADILLAC MI 49601 US","1377 N Mitchell St","","Cadillac","MI","49601","US","1377 N Mitchell St, Cadillac MI 49601 US","44.26994","-85.407047","Street Address - Automatic","3","","","","99103","","","","","","0","Weekly","Weekly","M","0","1193.84","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
"-52","My Workspace 1","BIG BOY","4699","3828 N US 31","","TRAVERSE CITY","MI","49684","US","3828 N US 31, TRAVERSE CITY MI 49684 US","3828 US-31 N","","Traverse City","MI","49684","US","3828 US-31 N, Traverse City MI 49684 US","44.742027","-85.641333","Street Address - Automatic","3","","","","99178","","","","","","0","Weekly","Weekly","T","0","3171.86","13","","False","","","False","","","NoPriority","1/25/2022 6:06:15 PM","1/17/2023 8:36:35 AM"
